id,ir_actions_server_id,user_id,interval_number,priority,failure_count,create_uid,write_uid,cron_name,interval_type,active,nextcall,lastcall,first_failure_date,create_date,write_date
53,763,1,9999,1000,0,1,1,Shopee: retry sync shipping labels,months,t,2859-06-18 12:25:38,2026-04-28 01:12:22,\N,2026-03-18 12:25:37.400056,2026-03-29 06:24:06.099966
12,207,1,9999,5,0,1,1,Product Images: Get product images from Barcode Lookup,months,t,2859-06-18 05:03:57,2026-03-18 05:06:33,\N,2026-03-18 05:03:57.390296,2026-03-29 06:22:42.962185
65,956,1,4,5,0,1,1,Automation Rules: check and execute,hours,f,2026-07-16 09:59:48,\N,\N,2026-07-16 09:59:42.43848,2026-07-16 09:59:42.43848
34,444,1,9999,5,0,1,1,AI Agent Sources: Process Sources,months,t,2859-06-18 05:04:47,2026-03-18 05:06:34,\N,2026-03-18 05:04:43.422975,2026-03-29 06:22:28.742976
60,937,1,1,5,0,1,1,TikTok Seller Account: Refresh Tokens,days,t,2026-07-24 09:07:22,2026-07-23 09:07:42,\N,2026-04-16 09:07:18.496391,2026-04-16 09:07:18.496391
64,941,1,5,5,0,1,1,TikTok Shop: Sync Product Status,minutes,t,2026-07-23 10:32:22,2026-07-23 10:27:34,\N,2026-04-16 09:07:18.496391,2026-04-16 09:07:18.496391
43,686,1,1,5,0,1,1,HR Employee: Notify Expiring Contract or Work Permit,days,t,2026-07-24 05:33:46,2026-07-23 05:34:13,\N,2026-03-18 05:33:40.052078,2026-03-18 05:33:40.052078
49,742,1,1,5,0,1,1,Auto-generate date ranges,days,t,2026-07-24 05:40:13,2026-07-23 05:40:56,\N,2026-03-18 05:40:09.120152,2026-03-18 05:40:09.120152
44,687,1,1,5,0,1,1,HR Employee: Update Current Version,days,t,2026-07-24 05:33:46,2026-07-23 05:34:13,\N,2026-03-18 05:33:40.052078,2026-03-18 05:33:40.052078
38,456,1,1,5,0,1,2,CRM: Lead Assignment,days,f,2026-07-21 08:48:06,\N,\N,2026-03-18 05:05:38.118228,2026-07-20 08:49:14.609488
46,710,1,1,5,0,1,1,Skills: Add an activity to employees with missing or expiring certifications,days,t,2026-07-24 05:33:53,2026-07-23 05:34:13,\N,2026-03-18 05:33:52.086694,2026-03-29 06:23:20.852916
5,135,1,1,5,0,1,1,Notification: Delete Notifications older than 6 Months,months,t,2026-08-18 05:03:45,2026-07-18 05:03:45,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
62,939,1,4,5,0,1,1,TikTok Shop: Sync Inventory,hours,t,2026-07-23 13:07:22,2026-07-23 09:07:42,\N,2026-04-16 09:07:18.496391,2026-04-16 09:07:18.496391
7,137,1,1,5,0,1,1,Mail: Post scheduled messages,days,t,2026-07-24 05:03:45,2026-07-23 05:03:59,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
35,445,1,1,5,0,1,1,AI Fields: Compute AI fields,days,t,2026-07-24 05:04:51,2026-07-23 05:05:06,\N,2026-03-18 05:04:47.435198,2026-03-29 06:22:38.632471
40,513,1,1,5,0,1,1,Procurement: run scheduler,days,t,2026-07-24 05:31:04,2026-07-23 05:31:58,\N,2026-03-18 05:30:58.653183,2026-03-18 05:30:58.653183
50,760,2,15,1000,0,1,2,Shopee: sync orders,minutes,t,2026-07-23 10:36:06,2026-07-23 10:21:30,\N,2026-03-18 12:25:37.400056,2026-04-02 09:07:26.855421
59,912,1,1,5,0,1,1,Website Visitor : clean inactive visitors,days,t,2026-07-24 04:52:17,2026-07-23 04:52:44,\N,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
24,337,1,1,5,0,1,1,Account: Journal online sync cleanup unused connections,days,t,2026-07-24 05:04:26,2026-07-23 05:05:06,\N,2026-03-18 05:04:25.828127,2026-03-18 05:04:25.828127
1,35,1,1,3,0,1,1,Base: Auto-vacuum internal data,days,t,2026-07-24 04:59:11,2026-07-23 04:59:27,\N,2026-03-18 04:58:50.421471,2026-03-18 05:03:38.577538
25,362,1,1,5,0,1,1,Send account reports automatically,days,t,2026-07-24 05:04:30,2026-07-23 05:05:06,\N,2026-03-18 05:04:27.13783,2026-03-29 06:24:47.586321
2,36,1,1,8,0,1,1,Base: Portal Users Deletion,days,t,2026-07-24 04:59:11,2026-07-23 04:59:30,\N,2026-03-18 04:58:50.421471,2026-03-18 05:03:38.577538
9,139,1,1,5,0,1,1,Mail: send web push notification,days,t,2026-07-24 05:03:45,2026-07-23 05:03:59,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
8,138,1,1,5,0,1,1,Notification: Notify scheduled messages,hours,t,2026-07-23 11:03:45,2026-07-23 10:04:03,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
10,140,1,1,5,0,1,1,Discuss: channel member unmute,days,t,2026-07-24 05:03:45,2026-07-23 05:03:59,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
3,133,1,1,6,0,1,1,Mail: Email Queue Manager,hours,t,2026-07-23 11:03:45,2026-07-23 10:04:03,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
11,160,1,1,6,0,1,1,Users: Notify About Unregistered Users,days,t,2026-07-24 05:03:47,2026-07-23 05:03:59,\N,2026-03-18 05:03:47.369476,2026-03-29 06:22:30.995756
57,895,1,4,1200,0,1,1,Lazada: sync inventory,hours,t,2026-07-23 12:19:08,2026-07-23 08:19:16,\N,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
13,210,1,24,5,0,1,1,SMS: SMS Queue Manager,hours,t,2026-07-24 05:04:00,2026-07-23 05:04:22,\N,2026-03-18 05:03:57.809706,2026-03-18 05:03:57.809706
14,219,1,24,5,0,1,1,Snailmail: process letters queue,hours,t,2026-07-24 05:04:01,2026-07-23 05:04:23,\N,2026-03-18 05:04:00.609506,2026-03-29 06:22:45.640543
16,225,1,10,5,0,1,1,Payment: Post-process transactions,minutes,t,2026-07-23 10:34:05,2026-07-23 10:24:12,\N,2026-03-18 05:04:02.10459,2026-03-29 06:22:48.463164
18,306,1,1,5,0,1,1,Send invoices automatically,days,t,2026-07-24 05:04:17,2026-07-23 05:04:23,\N,2026-03-18 05:04:07.882243,2026-03-29 06:22:49.558331
19,315,1,1,5,0,1,1,Try to reconcile automatically your statement lines,days,t,2026-07-24 05:04:20,2026-07-23 05:04:23,\N,2026-03-18 05:04:19.213591,2026-03-29 06:24:40.849619
55,813,1,1,5,0,1,1,delete_preparation_order,days,t,2026-07-24 03:00:52,2026-07-23 03:01:01,\N,2026-03-30 06:57:50.713151,2026-03-30 06:57:50.713151
51,761,1,15,1000,0,1,2,Shopee: sync shipping labels,minutes,t,2026-07-23 10:39:06,2026-07-23 10:24:12,\N,2026-03-18 12:25:37.400056,2026-04-02 09:07:34.508822
21,334,1,12,5,0,1,1,Account: Journal online sync,hours,t,2026-07-23 17:04:26,2026-07-23 05:05:06,\N,2026-03-18 05:04:25.828127,2026-03-18 05:04:25.828127
52,762,1,15,1000,0,1,2,Shopee: sync inventory,minutes,t,2026-07-23 10:39:06,2026-07-23 10:24:12,\N,2026-03-18 12:25:37.400056,2026-04-02 09:07:18.569693
23,336,1,1,5,0,1,1,Account: Journal online sync reminder,days,t,2026-07-24 05:04:26,2026-07-23 05:05:06,\N,2026-03-18 05:04:25.828127,2026-03-18 05:04:25.828127
56,894,1,60,1000,0,1,1,Lazada: sync orders,minutes,f,2026-04-16 08:19:08,2026-04-16 07:19:34,\N,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
29,418,1,1,5,0,1,1,Account Report Followup; Execute followup,days,t,2026-07-24 02:00:54,2026-07-23 02:01:02,\N,2026-03-18 05:04:37.883567,2026-03-29 06:24:53.886516
