id,sequence,parent_id,create_uid,write_uid,parent_path,web_icon,action,name,active,create_date,write_date
536,1,535,1,1,514/516/535/536/,\N,"ir.actions.server,881","{""en_US"": ""Planning by Production""}",t,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091
537,2,535,1,1,514/516/535/537/,\N,"ir.actions.server,880","{""en_US"": ""Planning by Workcenter""}",t,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091
538,5,514,1,1,514/538/,\N,"ir.actions.act_window,840","{""en_US"": ""Overview""}",t,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091
539,146,\N,1,1,539/,"mrp_workorder,static/description/mrp_display_icon.png",\N,"{""en_US"": ""Shop Floor""}",t,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091
540,10,539,1,1,539/540/,\N,"ir.actions.client,885","{""en_US"": ""Shop Floor""}",t,2026-03-30 07:53:00.318091,2026-03-30 07:53:00.318091
541,20,518,1,1,514/518/541/,\N,"ir.actions.act_window,890","{""en_US"": ""Production Analysis""}",t,2026-03-30 07:53:02.865557,2026-03-30 07:53:02.865557
400,2,395,1,1,395/400/,\N,"ir.actions.act_window,654","{""en_US"": ""Equipment""}",t,2026-03-18 05:32:49.623065,2026-03-30 07:53:03.138617
542,1,400,1,1,395/400/542/,\N,"ir.actions.act_window,891","{""en_US"": ""Work Centers""}",t,2026-03-30 07:53:03.138617,2026-03-30 07:53:03.138617
543,2,400,1,1,395/400/543/,\N,"ir.actions.act_window,654","{""en_US"": ""Machines & Tools""}",t,2026-03-30 07:53:03.138617,2026-03-30 07:53:03.138617
550,1,1,1,1,1/550/,\N,"ir.actions.act_window,909","{""en_US"": ""Remove Data""}",t,2026-03-31 02:06:23.599547,2026-03-31 02:06:23.599547
15,500,\N,1,2,15/,"base,static/description/modules.png",\N,"{""en_US"": ""Apps""}",t,2026-03-18 04:58:50.421471,2026-03-31 02:27:04.533783
551,95,\N,1,1,551/,"website,static/description/icon.png",\N,"{""en_US"": ""Website""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
552,10,551,1,1,551/552/,\N,\N,"{""en_US"": ""Site""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
553,10,552,1,1,551/552/553/,\N,"ir.actions.client,919","{""en_US"": ""Homepage""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
554,20,552,1,1,551/552/554/,\N,"ir.actions.client,919","{""en_US"": ""Menu Editor""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
555,30,552,1,1,551/552/555/,\N,\N,"{""en_US"": ""Content""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
556,40,552,1,1,551/552/556/,\N,\N,"{""en_US"": ""This page""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
544,43,246,1,1,228/246/544/,\N,\N,"{""en_US"": ""Lazada""}",t,2026-03-30 08:19:02.866343,2026-04-02 06:50:52.752012
545,20,544,1,1,228/246/544/545/,\N,"ir.actions.act_window,897","{""en_US"": ""Shops""}",t,2026-03-30 08:19:02.866343,2026-04-02 06:50:52.752012
509,99,483,1,2,482/483/509/,\N,"ir.actions.act_window,808","{""en_US"": ""Preparation Printers""}",f,2026-03-30 06:57:43.846231,2026-05-07 11:55:59.904171
557,10,556,1,1,551/552/556/557/,\N,"ir.actions.client,919","{""en_US"": ""Properties""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
558,20,556,1,1,551/552/556/558/,\N,"ir.actions.client,919","{""en_US"": ""Optimize SEO""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
559,30,556,1,1,551/552/556/559/,\N,"ir.actions.client,919","{""en_US"": ""HTML / CSS Editor""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
560,40,556,1,1,551/552/556/560/,\N,"ir.actions.client,919","{""en_US"": ""Edit Menu""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
561,30,551,1,1,551/561/,\N,\N,"{""en_US"": ""Reporting""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
562,20,561,1,1,551/561/562/,\N,"ir.actions.server,921","{""en_US"": ""eCommerce""}",f,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
563,10,561,1,1,551/561/563/,\N,"ir.actions.server,922","{""en_US"": ""Analytics""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
564,90,555,1,1,551/552/555/564/,\N,"ir.actions.act_window,913","{""en_US"": ""Technical Pages""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
565,10,555,1,1,551/552/555/565/,\N,"ir.actions.act_window,926","{""en_US"": ""Pages""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
566,10,555,1,1,551/552/555/566/,\N,"ir.actions.act_window,927","{""en_US"": ""Model Pages""}",f,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
567,40,561,1,1,551/561/567/,\N,"ir.actions.act_window,930","{""en_US"": ""Visitors""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
568,50,561,1,1,551/561/568/,\N,"ir.actions.act_window,931","{""en_US"": ""Page Views""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
569,100,551,1,1,551/569/,\N,\N,"{""en_US"": ""Configuration""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
570,10,569,1,1,551/569/570/,\N,"ir.actions.act_window,932","{""en_US"": ""Settings""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
571,20,569,1,1,551/569/571/,\N,"ir.actions.act_window,914","{""en_US"": ""Apps""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
572,10,569,1,1,551/569/572/,\N,"ir.actions.act_window,916","{""en_US"": ""Websites""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
573,45,569,1,1,551/569/573/,\N,"ir.actions.act_window,917","{""en_US"": ""Menus""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
574,30,569,1,1,551/569/574/,\N,"ir.actions.act_window,933","{""en_US"": ""Redirects""}",t,2026-04-01 04:52:07.614842,2026-04-01 04:52:07.614842
575,30,544,1,1,228/246/544/575/,\N,"ir.actions.act_window,899","{""en_US"": ""Lazada Items""}",t,2026-04-02 07:15:13.526091,2026-04-07 04:50:28.97665
576,99,251,1,1,228/246/251/576/,\N,"ir.actions.act_window,936","{""en_US"": ""Product Brands""}",t,2026-04-16 09:07:12.435297,2026-04-16 09:07:12.435297
577,35,246,1,1,228/246/577/,\N,\N,"{""en_US"": ""TikTok Shop""}",t,2026-04-16 09:07:18.496391,2026-04-21 02:19:13.668512
578,1,577,1,1,228/246/577/578/,\N,"ir.actions.act_window,945","{""en_US"": ""Seller Accounts""}",t,2026-04-16 09:07:18.496391,2026-04-21 02:19:13.668512
579,2,577,1,1,228/246/577/579/,\N,"ir.actions.act_window,946","{""en_US"": ""Shops""}",t,2026-04-16 09:07:18.496391,2026-04-21 02:19:13.668512
580,30,577,1,1,228/246/577/580/,\N,"ir.actions.act_window,947","{""en_US"": ""TikTok Items""}",t,2026-04-16 09:07:18.496391,2026-04-21 02:19:13.668512
581,3,577,1,1,228/246/577/581/,\N,"ir.actions.act_window,948","{""en_US"": ""Returns""}",t,2026-04-16 09:07:18.496391,2026-04-21 02:19:13.668512
