id,ir_actions_server_id,user_id,interval_number,priority,failure_count,create_uid,write_uid,cron_name,interval_type,active,nextcall,lastcall,first_failure_date,create_date,write_date
47,719,1,1,5,0,1,1,Expense OCR: Update All Status,days,t,2026-04-01 05:33:55,2026-03-31 05:34:39,\N,2026-03-18 05:33:54.503668,2026-03-29 06:24:55.349855
7,137,1,1,5,0,1,1,Mail: Post scheduled messages,days,t,2026-04-01 05:03:45,2026-03-31 05:04:14,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
12,207,1,9999,5,0,1,1,Product Images: Get product images from Barcode Lookup,months,t,2859-06-18 05:03:57,2026-03-18 05:06:33,\N,2026-03-18 05:03:57.390296,2026-03-29 06:22:42.962185
5,135,1,1,5,0,1,1,Notification: Delete Notifications older than 6 Months,months,t,2026-04-18 05:03:45,2026-03-18 05:06:33,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
32,429,1,9999,5,0,1,1,Sale Pdf Quote Builder: assign form fields to documents post upgrade,months,t,2859-06-18 05:04:42,2026-03-18 05:06:34,\N,2026-03-18 05:04:41.349774,2026-03-29 06:24:00.824954
48,720,1,1,5,0,1,1,Expense OCR: Validate Expenses,days,t,2026-04-01 05:33:55,2026-03-31 05:34:39,\N,2026-03-18 05:33:54.503668,2026-03-29 06:24:55.349855
34,444,1,9999,5,0,1,1,AI Agent Sources: Process Sources,months,t,2859-06-18 05:04:47,2026-03-18 05:06:34,\N,2026-03-18 05:04:43.422975,2026-03-29 06:22:28.742976
40,513,1,1,5,0,1,1,Procurement: run scheduler,days,t,2026-04-01 05:31:04,2026-03-31 05:31:12,\N,2026-03-18 05:30:58.653183,2026-03-18 05:30:58.653183
54,769,1,1,5,0,1,1,Currency: rate update,days,t,2026-03-31 13:36:53,2026-03-30 13:37:06,\N,2026-03-18 13:36:48.984721,2026-03-29 06:23:16.093775
49,742,1,1,5,0,1,1,Auto-generate date ranges,days,t,2026-04-01 05:40:13,2026-03-31 05:40:25,\N,2026-03-18 05:40:09.120152,2026-03-18 05:40:09.120152
53,763,1,9999,1000,0,1,1,Shopee: retry sync shipping labels,months,t,2859-06-18 12:25:38,2026-03-18 12:26:29,\N,2026-03-18 12:25:37.400056,2026-03-29 06:24:06.099966
50,760,1,60,1000,0,1,1,Shopee: sync orders,minutes,t,2026-03-31 07:24:06,2026-03-31 06:24:13,\N,2026-03-18 12:25:37.400056,2026-03-29 06:24:06.099966
15,221,1,1,5,0,1,1,Digest Emails,days,t,2026-03-31 08:22:46,2026-03-30 08:22:50,\N,2026-03-18 05:04:01.483532,2026-03-29 06:22:46.803546
39,490,1,24,5,0,1,1,CRM: enrich leads (IAP),hours,t,2026-04-01 05:05:41,2026-03-31 05:05:49,\N,2026-03-18 05:05:41.79888,2026-03-29 06:23:36.869916
11,160,1,1,6,0,1,1,Users: Notify About Unregistered Users,days,t,2026-04-01 05:03:47,2026-03-31 05:04:14,\N,2026-03-18 05:03:47.369476,2026-03-29 06:22:30.995756
3,133,1,1,6,0,1,1,Mail: Email Queue Manager,hours,t,2026-03-31 07:03:45,2026-03-31 06:04:28,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
18,306,1,1,5,0,1,1,Send invoices automatically,days,t,2026-04-01 05:04:17,2026-03-31 05:04:40,\N,2026-03-18 05:04:07.882243,2026-03-29 06:22:49.558331
56,894,1,60,1000,0,1,1,Lazada: sync orders,minutes,t,2026-03-31 07:19:08,2026-03-31 06:19:14,\N,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
51,761,1,30,1000,0,1,1,Shopee: sync shipping labels,minutes,t,2026-03-31 06:54:06,2026-03-31 06:24:14,\N,2026-03-18 12:25:37.400056,2026-03-29 06:24:06.099966
52,762,1,30,1000,0,1,1,Shopee: sync inventory,minutes,t,2026-03-31 06:54:06,2026-03-31 06:24:14,\N,2026-03-18 12:25:37.400056,2026-03-29 06:24:06.099966
19,315,1,1,5,0,1,1,Try to reconcile automatically your statement lines,days,t,2026-04-01 05:04:20,2026-03-31 05:04:40,\N,2026-03-18 05:04:19.213591,2026-03-29 06:24:40.849619
21,334,1,12,5,0,1,1,Account: Journal online sync,hours,t,2026-03-31 17:04:26,2026-03-31 05:04:40,\N,2026-03-18 05:04:25.828127,2026-03-18 05:04:25.828127
23,336,1,1,5,0,1,1,Account: Journal online sync reminder,days,t,2026-04-01 05:04:26,2026-03-31 05:04:40,\N,2026-03-18 05:04:25.828127,2026-03-18 05:04:25.828127
16,225,1,10,5,0,1,1,Payment: Post-process transactions,minutes,t,2026-03-31 06:54:05,2026-03-31 06:44:13,\N,2026-03-18 05:04:02.10459,2026-03-29 06:22:48.463164
55,813,1,1,5,0,1,1,delete_preparation_order,days,t,2026-04-01 03:00:52,2026-03-31 03:01:19,\N,2026-03-30 06:57:50.713151,2026-03-30 06:57:50.713151
24,337,1,1,5,0,1,1,Account: Journal online sync cleanup unused connections,days,t,2026-04-01 05:04:26,2026-03-31 05:04:40,\N,2026-03-18 05:04:25.828127,2026-03-18 05:04:25.828127
25,362,1,1,5,0,1,1,Send account reports automatically,days,t,2026-04-01 05:04:30,2026-03-31 05:04:40,\N,2026-03-18 05:04:27.13783,2026-03-29 06:24:47.586321
1,35,1,1,3,0,1,1,Base: Auto-vacuum internal data,days,t,2026-04-01 04:59:11,2026-03-31 04:59:39,\N,2026-03-18 04:58:50.421471,2026-03-18 05:03:38.577538
2,36,1,1,8,0,1,1,Base: Portal Users Deletion,days,t,2026-04-01 04:59:11,2026-03-31 04:59:41,\N,2026-03-18 04:58:50.421471,2026-03-18 05:03:38.577538
30,426,1,1,5,0,1,1,Invoice OCR: Update All Status,days,t,2026-04-01 05:04:41,2026-03-31 05:05:22,\N,2026-03-18 05:04:40.680699,2026-03-29 06:24:59.639205
9,139,1,1,5,0,1,1,Mail: send web push notification,days,t,2026-04-01 05:03:45,2026-03-31 05:04:14,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
31,427,1,1,5,0,1,1,Invoice OCR: Validate Invoices,days,t,2026-04-01 05:04:41,2026-03-31 05:05:22,\N,2026-03-18 05:04:40.680699,2026-03-29 06:24:59.639205
10,140,1,1,5,0,1,1,Discuss: channel member unmute,days,t,2026-04-01 05:03:45,2026-03-31 05:04:14,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
57,895,1,4,1200,0,1,1,Lazada: sync inventory,hours,t,2026-03-31 08:19:08,2026-03-31 04:19:43,\N,2026-03-30 08:19:02.866343,2026-03-30 08:19:02.866343
8,138,1,1,5,0,1,1,Notification: Notify scheduled messages,hours,t,2026-03-31 07:03:45,2026-03-31 06:04:28,\N,2026-03-18 05:03:38.577538,2026-03-18 05:03:38.577538
35,445,1,1,5,0,1,1,AI Fields: Compute AI fields,days,t,2026-04-01 05:04:51,2026-03-31 05:05:22,\N,2026-03-18 05:04:47.435198,2026-03-29 06:22:38.632471
13,210,1,24,5,0,1,1,SMS: SMS Queue Manager,hours,t,2026-04-01 05:04:00,2026-03-31 05:04:14,\N,2026-03-18 05:03:57.809706,2026-03-18 05:03:57.809706
36,446,1,1,5,0,1,1,Calendar: Event Reminder,days,t,2026-04-01 05:05:36,2026-03-31 05:05:49,\N,2026-03-18 05:05:32.057443,2026-03-18 05:05:32.057443
14,219,1,24,5,0,1,1,Snailmail: process letters queue,hours,t,2026-04-01 05:04:01,2026-03-31 05:04:14,\N,2026-03-18 05:04:00.609506,2026-03-29 06:22:45.640543
