id,create_uid,create_date,write_date,write_uid,website,summary,name,author,icon,state,latest_version,shortdesc,category_id,description,application,demo,web,license,sequence,auto_install,to_buy,maintainer,published_version,url,contributors,menus_by_module,reports_by_module,views_by_module,module_type,imported
136,\N,\N,2026-03-29 06:22:46.627049,1,,"{""en_US"": ""Send text messages as event reminders""}",calendar_sms,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.1,"{""en_US"": ""Calendar - SMS""}",29,"{""en_US"": ""Send text messages as event reminders""}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,* INHERIT calendar.alarm.view.form.inherit.calendar.sms (form)\n* INHERIT calendar.event.form.calendar_sms (form)\n* INHERIT calendar.event.list.calendar_sms (list),official,\N
815,\N,\N,2026-03-29 06:22:47.985265,1,https://github.com/OCA/l10n-thailand,"{""en_US"": """"}",l10n_th_partner,"Ecosoft, Odoo Community Association (OCA)",/l10n_th_partner/static/description/icon.png,installed,19.0.1.0.0,"{""en_US"": ""Thai Localization - Partner""}",84,"{""en_US"": ""===========================\\nThai Localization - Partner\\n===========================\\n\\n.. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n   !! This file is generated by oca-gen-addon-readme !!\\n   !! changes will be overwritten.                   !!\\n   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n\\n.. |badge1| image:: https://img.shields.io/badge/maturity-Alpha-red.png\\n    :target: https://odoo-community.org/page/development-status\\n    :alt: Alpha\\n.. |badge2| image:: https://img.shields.io/badge/licence-AGPL--3-blue.png\\n    :target: http://www.gnu.org/licenses/agpl-3.0-standalone.html\\n    :alt: License: AGPL-3\\n.. |badge3| image:: https://img.shields.io/badge/github-OCA%2Fl10n--thailand-lightgray.png?logo=github\\n    :target: https://github.com/OCA/l10n-thailand/tree/13.0/l10n_th_partner\\n    :alt: OCA/l10n-thailand\\n.. |badge4| image:: https://img.shields.io/badge/weblate-Translate%20me-F47D42.png\\n    :target: https://translation.odoo-community.org/projects/l10n-thailand-13-0/l10n-thailand-13-0-l10n_th_partner\\n    :alt: Translate me on Weblate\\n.. |badge5| image:: https://img.shields.io/badge/runbot-Try%20me-875A7B.png\\n    :target: https://runbot.odoo-community.org/runbot/238/13.0\\n    :alt: Try me on Runbot\\n\\n|badge1| |badge2| |badge3| |badge4| |badge5| \\n\\nThis module add branch on `res.company` and `res.partner`.\\n\\nThis module can computes Name of `res.users` and `res.partner`\\n\\n* Individual: computes Name by Title, First name and Last name\\n* Company: computes Name by Legal Form\\n\\n.. IMPORTANT::\\n   This is an alpha version, the data model and design can change at any time without warning.\\n   Only for development or testing purpose, do not use in production.\\n   `More details on development status <https://odoo-community.org/page/development-status>`_\\n\\n**Table of contents**\\n\\n.. contents::\\n   :local:\\n\\nChangelog\\n=========\\n\\n13.0.1.0.2 (2020-02-05)\\n~~~~~~~~~~~~~~~~~~~~~~~\\n\\n- Add compute Name of individual by Title, First name and Last name.\\n- Add compute Name of company by Legal Form.\\n- Add data of `res.partner.title` and `res.partner.company.type` for Thailand.\\n\\n13.0.1.0.1 (2019-11-05)\\n~~~~~~~~~~~~~~~~~~~~~~~\\n\\n- Add company branch.\\n\\n13.0.1.0.0 (2019-11-05)\\n~~~~~~~~~~~~~~~~~~~~~~~\\n\\nMigrated to odoo 13.\\n\\n12.0.1.0.0 (2019-05-06)\\n~~~~~~~~~~~~~~~~~~~~~~~\\n\\nFirst version.\\n\\nBug Tracker\\n===========\\n\\nBugs are tracked on `GitHub Issues <https://github.com/OCA/l10n-thailand/issues>`_.\\nIn case of trouble, please check there if your issue has already been reported.\\nIf you spotted it first, help us smashing it by providing a detailed and welcomed\\n`feedback <https://github.com/OCA/l10n-thailand/issues/new?body=module:%20l10n_th_partner%0Aversion:%2013.0%0A%0A**Steps%20to%20reproduce**%0A-%20...%0A%0A**Current%20behavior**%0A%0A**Expected%20behavior**>`_.\\n\\nDo not contact contributors directly about support or help with technical issues.\\n\\nCredits\\n=======\\n\\nAuthors\\n~~~~~~~\\n\\n* Ecosoft\\n\\nContributors\\n~~~~~~~~~~~~\\n\\n* `Ecosoft <http://ecosoft.co.th>`__:\\n\\n  * Kitti Upariphutthiphong. <kittiu@gmail.com>\\n  * Pimolnat Suntian <pimolnats@ecosoft.co.th>\\n\\n* `Tanabutr <https://www.tanabutr.co.th>`__:\\n\\n  * Poonlap Veerathanabutr <poonlap@tanabutr.co.th>\\n\\nMaintainers\\n~~~~~~~~~~~\\n\\nThis module is maintained by the OCA.\\n\\n.. image:: https://odoo-community.org/logo.png\\n   :alt: Odoo Community Association\\n   :target: https://odoo-community.org\\n\\nOCA, or the Odoo Community Association, is a nonprofit organization whose\\nmission is to support the collaborative development of Odoo features and\\npromote its widespread use.\\n\\n.. |maintainer-kittiu| image:: https://github.com/kittiu.png?size=40px\\n    :target: https://github.com/kittiu\\n    :alt: kittiu\\n\\nCurrent `maintainer <https://odoo-community.org/page/maintainer-role>`__:\\n\\n|maintainer-kittiu| \\n\\nThis module is part of the `OCA/l10n-thailand <https://github.com/OCA/l10n-thailand/tree/13.0/l10n_th_partner>`_ project on GitHub.\\n\\nYou are welcome to contribute. To learn how please visit https://odoo-community.org/page/Contribute.\\n""}",f,f,f,AGPL-3,100,f,f,\N,\N,,\N,,,* INHERIT Add Prefix and Suffix on partner_company_type_form (form)\n* INHERIT Add title (form)\n* INHERIT res.company form (form)\n* INHERIT res.partner form (form)\n* INHERIT res.partner form (form)\n* INHERIT res.partner.select (search),official,\N
591,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": """"}",l10n_id_efaktur_coretax,Odoo S.A.,/account/static/description/l10n.png,uninstalled,\N,"{""en_US"": ""Indonesia E-faktur (Coretax)""}",75,"{""en_US"": ""\\nE-invoicing feature provided by DJP (Indonesian Tax Office). As of January 1st 2025,\\nIndonesia is using CoreTax system, which changes the file format and content of E-Faktur.\\nWe're changing from CSV files into XML.\\nAt the same time, due to tax regulation changes back and forth, for general E-Faktur now,\\nTaxBase (DPP) has to be mulitplied by factor of 11/12 while multiplied to tax of 12% which\\nis resulting to 11%.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
484,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Germany TSS Regulation""}",l10n_de_pos_cert,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Germany - Certification for Point of Sale""}",73,"{""en_US"": ""\\nThis module brings the technical requirement for the new Germany regulation with the Technical Security System by using a cloud-based solution with Fiskaly.\\n\\nInstall this if you are using the Point of Sale app in Germany.\\n\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
575,\N,\N,2026-03-31 02:06:23.599547,1,https://www.odoo.com/documentation/latest/applications/finance/fiscal_localizations/hong_kong.html,"{""en_US"": """"}",l10n_hk,Odoo S.A.,/account/static/description/l10n.png,uninstalled,\N,"{""en_US"": ""Hong Kong - Accounting""}",72,"{""en_US"": ""This is the base module to manage chart of accounting and localization for Hong Kong ""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
628,\N,\N,2026-03-31 02:06:23.599547,1,https://www.odoo.com,"{""en_US"": """"}",l10n_it_stock_ddt,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Italy - Stock DDT""}",75,"{""en_US"": ""\\nDocumento di Trasporto (DDT)\\n\\nWhenever goods are transferred between A and B, the DDT serves\\nas a legitimation e.g. when the police would stop you.\\n\\nWhen you want to print an outgoing picking in an Italian company,\\nit will print you the DDT instead.  It is like the delivery\\nslip, but it also contains the value of the product,\\nthe transportation reason, the carrier, ... which make it a DDT.\\n\\nWe also use a separate sequence for the DDT as the number should not\\nhave any gaps and should only be applied at the moment the goods are sent.\\n\\nWhen invoices are related to their sale order and the sale order with the\\ndelivery, the system will automatically calculate the linked DDTs for every\\ninvoice line to export in the FatturaPA XML.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
1221,\N,\N,2026-03-29 06:23:45.239855,1,,"{""en_US"": ""Spreadsheet""}",spreadsheet_dashboard_crm,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Spreadsheet dashboard for CRM""}",134,"{""en_US"": ""Spreadsheet""}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,,official,\N
1223,\N,\N,2026-03-29 06:24:45.022884,1,,"{""en_US"": ""Spreadsheet Dashboard edition""}",spreadsheet_dashboard_edition,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Spreadsheet dashboard edition""}",134,"{""en_US"": ""Spreadsheet Dashboard edition""}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,* INHERIT spreadsheet.dashboard.kanban.inherit (kanban)\n* INHERIT spreadsheet.dashboard.list.view (list)\nspreadsheet.dashboard.quick.create.form (form),official,\N
820,\N,\N,2026-03-29 06:25:04.710153,1,https://github.com/OCA/l10n-thailand,"{""en_US"": """"}",l10n_th_withholding_tax_cert_form,"Ecosoft, Odoo Community Association (OCA), SCG LEGACY",/l10n_th_withholding_tax_cert_form/static/description/icon.png,installed,19.0.1.0.2,"{""en_US"": ""Thai Localization - Withholding Tax Certificate Form""}",87,"{""en_US"": ""====================================================\\nThai Localization - Withholding Tax Certificate Form\\n====================================================\\n\\n.. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n   !! This file is generated by oca-gen-addon-readme !!\\n   !! changes will be overwritten.                   !!\\n   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n\\n.. |badge1| image:: https://img.shields.io/badge/maturity-Beta-yellow.png\\n    :target: https://odoo-community.org/page/development-status\\n    :alt: Beta\\n.. |badge2| image:: https://img.shields.io/badge/licence-AGPL--3-blue.png\\n    :target: http://www.gnu.org/licenses/agpl-3.0-standalone.html\\n    :alt: License: AGPL-3\\n.. |badge3| image:: https://img.shields.io/badge/github-OCA%2Fl10n--thailand-lightgray.png?logo=github\\n    :target: https://github.com/OCA/l10n-thailand/tree/13.0/l10n_th_withholding_tax_cert_form\\n    :alt: OCA/l10n-thailand\\n.. |badge4| image:: https://img.shields.io/badge/weblate-Translate%20me-F47D42.png\\n    :target: https://translation.odoo-community.org/projects/l10n-thailand-13-0/l10n-thailand-13-0-l10n_th_withholding_tax_cert_form\\n    :alt: Translate me on Weblate\\n.. |badge5| image:: https://img.shields.io/badge/runbot-Try%20me-875A7B.png\\n    :target: https://runbot.odoo-community.org/runbot/238/13.0\\n    :alt: Try me on Runbot\\n\\n|badge1| |badge2| |badge3| |badge4| |badge5| \\n\\nThis module add the Thailand standard withholding tax cert report to the WT Certificates menu.\\n\\nThis module used :\\n\\n* Font 'THSarabunNew Bold'\\n\\n**Table of contents**\\n\\n.. contents::\\n   :local:\\n\\nUsage\\n=====\\n\\n#. Go to *Invoicing > Vendors > WT Certificates*\\n#. Select document > Print 'WT Certificates (pdf)'\\n\\nBug Tracker\\n===========\\n\\nBugs are tracked on `GitHub Issues <https://github.com/OCA/l10n-thailand/issues>`_.\\nIn case of trouble, please check there if your issue has already been reported.\\nIf you spotted it first, help us smashing it by providing a detailed and welcomed\\n`feedback <https://github.com/OCA/l10n-thailand/issues/new?body=module:%20l10n_th_withholding_tax_cert_form%0Aversion:%2013.0%0A%0A**Steps%20to%20reproduce**%0A-%20...%0A%0A**Current%20behavior**%0A%0A**Expected%20behavior**>`_.\\n\\nDo not contact contributors directly about support or help with technical issues.\\n\\nCredits\\n=======\\n\\nAuthors\\n~~~~~~~\\n\\n* Ecosoft\\n\\nContributors\\n~~~~~~~~~~~~\\n\\n* Saran Lim. <saranl@ecosoft.co.th>\\n* Pimolnat Suntian <pimolnats@ecosoft.co.th>\\n\\nMaintainers\\n~~~~~~~~~~~\\n\\nThis module is maintained by the OCA.\\n\\n.. image:: https://odoo-community.org/logo.png\\n   :alt: Odoo Community Association\\n   :target: https://odoo-community.org\\n\\nOCA, or the Odoo Community Association, is a nonprofit organization whose\\nmission is to support the collaborative development of Odoo features and\\npromote its widespread use.\\n\\nThis module is part of the `OCA/l10n-thailand <https://github.com/OCA/l10n-thailand/tree/13.0/l10n_th_withholding_tax_cert_form>`_ project on GitHub.\\n\\nYou are welcome to contribute. To learn how please visit https://odoo-community.org/page/Contribute.\\n""}",f,f,f,AGPL-3,100,f,f,\N,\N,,\N,,WT Certificates (pdf),* INHERIT view.withholding.tax.cert.form.inherit (form)\nwithholding_layout_report (qweb)\nwithholding_tax_pdf (qweb),official,\N
1219,\N,\N,2026-03-29 06:23:25.27176,1,,"{""en_US"": ""Spreadsheet""}",spreadsheet_dashboard_account,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Spreadsheet dashboard for accounting""}",134,"{""en_US"": ""Spreadsheet""}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,,official,\N
859,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": """"}",l10n_uy_edi,ADHOC SA,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Uruguay - Electronic Invoice""}",75,"{""en_US"": ""\\nThis module integrate Odoo so you can issue electronic documents (CFE) to DGI. Example: e-Ticket, e-Invoice and related Debit and Credit Notes.\\n\\nAfter the CFE has been issued, and since the invoice validation is asynchronous, Odoo will run a scheduled action that will connect to DGI to check/update CFE state (Waiting DGI Response, Approved or Rejected)\\n\\nNOTE: Every connection is made using a third-party software named Uruware\\n\\nConfiguration\\n-------------\\n\\n1. Need to have an Uruguayan Company (with the Uruguayan COA installed)\\n2. Go to Settings / Accounting / Uruguay Localization section and configure the fields to connect to UCFE: Uruware's platform for connecting to the Dirección General Impositiva (DGI)\\n3. Go to Settings / Users / Companies / Companies and set the Tax ID number, DGI Main House or Branch Code, all your Address related  fields.\\n4. Go to Invoices and validate them. Then use Send and Print to send to the government and generate a CFE. You will see a new field \\""CFE Status\\"" that will show you the status of the electronic document: initially, it will be in \\""Waiting DGI response\\"", and after some time it will be automatically updated to Approved/Rejected. You will also receive the legal PDF and XML files related to the CFE as attachments to the document.\\n\\nKnown issues / Roadmap\\n======================\\n\\n* Contingency documents not implemented\\n* Future implementation will have auto synchronization of Vendor bills.\\n""}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,official,\N
1145,\N,\N,2026-03-29 06:23:51.561886,1,https://www.odoo.com/app/sales,"{""en_US"": ""From quotations to invoices""}",sale_management,Odoo S.A.,/sale_management/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Sales""}",24,"{""en_US"": ""\\nManage sales quotations and orders\\n==================================\\n\\nThis application allows you to manage your sales goals in an effective and efficient manner by keeping track of all sales orders and history.\\n\\nIt handles the full sales workflow:\\n\\n* **Quotation** -> **Sales order** -> **Invoice**\\n\\nPreferences (only with Warehouse Management installed)\\n------------------------------------------------------\\n\\nIf you also installed the Warehouse Management, you can deal with the following preferences:\\n\\n* Shipping: Choice of delivery at once or partial delivery\\n* Invoicing: choose how invoices will be paid\\n* Incoterms: International Commercial terms\\n\\n\\nWith this module you can personnalize the sales order and invoice report with\\ncategories, subtotals or page-breaks.\\n\\nThe Dashboard for the Sales Manager will include\\n------------------------------------------------\\n* My Quotations\\n* Monthly Turnover (Graph)\\n""}",t,f,f,LGPL-3,5,f,f,\N,\N,,\N,Sales/Configuration/Sales Orders/Quotation Templates,,* INHERIT Order Options (qweb)\n* INHERIT digest.digest.view.form.inherit.sale_management (form)\n* INHERIT res.config.settings.view.form.inherit.sale.management (form)\n* INHERIT sale.order.form.inherit.sale_management (form)\nOrder Quantity (qweb)\nsale.order.template.form (form)\nsale.order.template.list (list)\nsale.order.template.search (search),official,\N
1132,\N,\N,2026-03-29 06:23:50.677922,1,,"{""en_US"": """"}",sale_crm,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Opportunity to Quotation""}",24,"{""en_US"": ""\\nThis module adds a shortcut on one or several opportunity cases in the CRM.\\n===========================================================================\\n\\nThis shortcut allows you to generate a sales order based on the selected case.\\nIf different cases are open (a list), it generates one sales order by case.\\nThe case is then closed and linked to the generated sales order.\\n\\nWe suggest you to install this module, if you installed both the sale and the crm\\nmodules.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,CRM/Sales/My Quotations,,* INHERIT crm.lead.oppor.inherited.crm (form)\n* INHERIT crm.team.form (form)\n* INHERIT crm_lead_merge_summary_inherit_sale_crm (qweb)\n* INHERIT sale.order.form.inherit.sale (form)\ncrm.quotation.partner.view.form (form),official,\N
1244,\N,\N,2026-03-29 06:24:40.105492,1,,"{""en_US"": ""Spreadsheet""}",spreadsheet_edition,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Spreadsheet""}",134,"{""en_US"": ""Spreadsheet""}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,Settings/Technical/Spreadsheet\nSettings/Technical/Spreadsheet/Revisions,,* INHERIT mail_notification_layout (qweb)\nspreadsheet.revision list view (list)\nspreadsheet.revision search view (search),official,\N
270,\N,\N,2026-03-29 06:24:55.349855,1,,"{""en_US"": ""Extract data from expense scans to fill them automatically""}",hr_expense_extract,Odoo S.A.,/hr_expense_extract/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Hr Expense Extract""}",55,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,* INHERIT hr.expense.extract.view.form (form)\n* INHERIT hr.expense.extract.view.graph (graph)\n* INHERIT hr.expense.extract.view.kanban (kanban)\n* INHERIT hr.expense.extract.view.list (list)\n* INHERIT res.config.settings.view.form.inherit.hr.expense (form)\nexpense.sample.receipt.view.form (form),official,\N
271,\N,\N,2026-03-29 06:23:37.959689,1,,"{""en_US"": ""predict the product from the expense description based on old ones""}",hr_expense_predict_product,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Hr Expense Predict product""}",55,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,,official,\N
1240,\N,\N,2026-03-29 06:23:45.392745,1,,"{""en_US"": ""Spreadsheet""}",spreadsheet_dashboard_stock,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Spreadsheet dashboard for stock""}",134,"{""en_US"": ""Spreadsheet""}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,,official,\N
148,\N,\N,2026-03-29 06:23:15.57192,1,,"{""en_US"": ""Advanced features for CRM""}",crm_enterprise,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""CRM enterprise""}",31,"{""en_US"": ""\\nContains advanced features for CRM such as new views and scanning\\nbusiness cards to generate new leads from them\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,* INHERIT crm.lead.view.graph.forecast.inherit (graph)\n* INHERIT crm.lead.view.list.opportunities.inherit.business.cards (list)\n* INHERIT crm.lead.view.pivot.forecast.inherit (pivot)\ncrm.lead.graph.view (graph)\ncrm.lead.graph.view (graph)\ncrm.lead.pivot.view (pivot)\ncrm.lead.view.cohort (cohort)\ncrm.lead.view.map (map),official,\N
1245,\N,\N,2026-03-29 06:24:40.646618,1,,"{""en_US"": ""Spreadsheet""}",spreadsheet_edition_old,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Spreadsheet""}",134,"{""en_US"": ""Spreadsheet""}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,Settings/Technical/Spreadsheet\nSettings/Technical/Spreadsheet/Revisions,,* INHERIT mail_notification_layout (qweb)\nspreadsheet.revision list view (list)\nspreadsheet.revision search view (search),official,\N
772,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""E-Invoice implementation for Serbia""}",l10n_rs_edi,Odoo,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Serbia - eFaktura E-invoicing""}",75,"{""en_US"": ""\\neFaktura E-invoice implementation for Serbia\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
788,\N,\N,2026-03-31 02:06:23.599547,1,https://www.odoo.com/app/accounting,"{""en_US"": """"}",l10n_se_returns,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Sweden - Accounting Returns""}",74,"{""en_US"": ""\\nAccounting returns for Sweden\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
1305,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Test Suite for Automated Marketing Campaigns""}",test_marketing_automation,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Marketing Automation Tests""}",11,"{""en_US"": """"}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,official,\N
1030,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Addon for the POS App that allows customers to view the menu on their smartphone.""}",pos_self_order,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""POS Self Order""}",77,"{""en_US"": """"}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
739,\N,\N,2026-03-31 02:06:23.599547,1,https://www.odoo.com/app/accounting,"{""en_US"": """"}",l10n_pe_reports_lib,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Peru - Inventory and Balance Reports""}",74,"{""en_US"": ""5th and 6th Set Financial Reports. Inventory and Balance 3.1-3.7, 3.11-3.18, 3.20,3.24 and 3.25""}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,official,\N
1366,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Add a link to edit a translation in Transifex""}",transifex,Odoo S.A.,/transifex/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Transifex integration""}",20,"{""en_US"": ""\\nTransifex integration\\n=====================\\nThis module will add a link to the Transifex project in the translation view.\\nThe purpose of this module is to speed up translations of the main modules.\\n\\nTo work, Odoo uses Transifex configuration files `.tx/config` to detect the\\nproject source. Custom modules will not be translated (as not published on\\nthe main Transifex project).\\n\\nThe language the user tries to translate must be activated on the Transifex\\nproject.\\n""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,official,\N
142,\N,\N,2026-03-29 06:22:32.738868,1,,"{""en_US"": ""Centralize your address book""}",contacts,Odoo S.A.,/contacts/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Contacts""}",31,"{""en_US"": ""\\nThis module gives you a quick view of your contacts directory, accessible from your home page.\\nYou can track your vendors, customers and other contacts.\\n""}",t,f,f,LGPL-3,150,f,f,\N,\N,,\N,Contacts\nContacts/Configuration\nContacts/Configuration/Bank Accounts\nContacts/Configuration/Bank Accounts/Bank Accounts\nContacts/Configuration/Bank Accounts/Banks\nContacts/Configuration/Contact Tags\nContacts/Configuration/Industries\nContacts/Configuration/Localization\nContacts/Configuration/Localization/Countries\nContacts/Configuration/Localization/Country Group\nContacts/Configuration/Localization/Fed. States\nContacts/Contacts,,,official,\N
313,\N,\N,2026-03-29 06:23:20.852916,1,,"{""en_US"": ""Manage skills, knowledge and resume of your employees""}",hr_skills,Odoo S.A.,/hr_skills/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Skills Management""}",52,"{""en_US"": ""\\nSkills and Resume for HR\\n========================\\n\\nThis module introduces skills and resume management for employees.\\n""}",t,f,f,LGPL-3,270,t,f,\N,\N,,\N,Employees/Configuration/Employee/Skill Types\nEmployees/Configuration/Resume\nEmployees/Configuration/Resume/Sections\nEmployees/Learning\nEmployees/Learning/Certifications\nEmployees/Learning/Training Attendances\nEmployees/Reporting/Skills\nEmployees/Reporting/Skills/Certifications\nEmployees/Reporting/Skills/Skills Inventory,Employee Resume,* INHERIT hr.department.kanban.inherit.hr.skills (kanban)\n* INHERIT hr.employee.public.skill.search (search)\n* INHERIT hr.employee.public.view.form.inherit.resume (form)\n* INHERIT hr.employee.skill.search (search)\n* INHERIT hr.employee.view.form.inherit.resume (form)\n* INHERIT hr.employees.skill.inherit.certificate.form (form)\n* INHERIT hr.job.view.form.inherit.hr.skills (form)\n* INHERIT hr.resume.line.inherit.form (form)\nhr.employee.certification.report list (list)\nhr.employee.certification.report pivot (pivot)\nhr.employee.certification.report search (search)\nhr.employee.cv.wizard.view.form (form)\nhr.employee.skill.history.report graph (graph)\nhr.employee.skill.history.report search (search)\nhr.employee.skill.report graph (graph)\nhr.employee.skill.report list (list)\nhr.employee.skill.report pivot (pivot)\nhr.employee.skill.report search (search)\nhr.employee.skill.view.search (search)\nhr.employees.skill.form (form)\nhr.employees.skill.list (list)\nhr.job.skill.view.form (form)\nhr.resume.line.calendar.view (calendar)\nhr.resume.line.form (form)\nhr.resume.line.kanban.view (kanban)\nhr.resume.line.list.view (list)\nhr.resume.line.search (search)\nhr.resume.line.type.list.view (list)\nhr.skill.form (form)\nhr.skill.level.form (form)\nhr.skill.level.list (list)\nhr.skill.list (list)\nhr.skill.type.form (form)\nhr.skill.type.list (list)\nhr.skill.type.search (search)\nhr.skill.view.search (search)\nreport_employee_cv (qweb)\nreport_employee_cv_company (qweb)\nreport_employee_cv_main_panel (qweb)\nreport_employee_cv_sidepanel (qweb),official,\N
1203,\N,\N,2026-03-31 02:06:23.599547,1,,"{""en_US"": ""Extension to send follow-up documents by post""}",snailmail_account_followup,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Snail Mail Follow-Up""}",3,"{""en_US"": ""\\nExtension to send follow-up documents by post\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,* INHERIT account.followup.manual_reminder.view.form.inherit (form)\n* INHERIT account_followup.followup.line.form.inherit.snailmail (form)\n* INHERIT account_followup.followup.line.list.inherit.snailmail (list)\n* INHERIT minimal_layout (qweb)\n* INHERIT report_layout (qweb),official,\N
