evidence,module,path,class,model,table,decorator_count,business_method_count,sample_methods
02 OTHER.zip,mail,02 OTHER/mail/models/mail_presence.py,MailPresence,mail.presence,mail_presence,4,3,create|write|unlink
02 OTHER.zip,mail,02 OTHER/mail/models/ir_model_fields.py,IrModelFields,ir.model.fields,ir_model_fields,0,1,unlink
02 OTHER.zip,mail,02 OTHER/mail/models/mail_tracking_value.py,MailTrackingValue,mail.tracking.value,mail_tracking_value,2,0,
02 OTHER.zip,mail,02 OTHER/mail/models/mail_activity.py,MailActivity,mail.activity,mail_activity,16,27,_compute_has_recommended_activities|_onchange_previous_activity_type_id|_compute_date_done|_compute_res_name|_compute_state|_compute_state_from_date|_compute_can_write|_onchange_activity_type_id|_onchange_recommended_activity_type_id|_check_access|create|write
02 OTHER.zip,mail,02 OTHER/mail/models/ir_config_parameter.py,IrConfig_Parameter,ir.config_parameter,ir_config_parameter,2,2,create|write
02 OTHER.zip,mail,02 OTHER/mail/models/mail_alias.py,MailAlias,mail.alias,mail_alias,11,10,_check_alias_domain_id_mc|_check_alias_is_ascii|_check_alias_defaults|_check_alias_domain_clash|_compute_alias_full_name|_compute_display_name|_compute_alias_status|create|write|_check_unique
02 OTHER.zip,mail,02 OTHER/mail/models/mail_thread_cc.py,MailThreadCc,mail.thread.cc,mail_thread_cc,1,0,
02 OTHER.zip,mail,02 OTHER/mail/models/res_users.py,ResUsers,res.users,res_users,12,12,_compute_has_external_mail_server|_compute_notification_type|_compute_is_out_of_office|_compute_im_status|_inverse_notification_type|_compute_can_edit_role|_compute_outgoing_mail_server_id|create|write|action_archive|action_setup_outgoing_mail_server|action_test_outgoing_mail_server
02 OTHER.zip,mail,02 OTHER/mail/models/mail_composer_mixin.py,MailComposerMixin,mail.composer.mixin,mail_composer_mixin,6,6,_compute_subject|_compute_body|_compute_body_has_template_value|_compute_lang|_compute_is_mail_template_editor|_compute_can_edit_body
02 OTHER.zip,mail,02 OTHER/mail/models/res_config_settings.py,ResConfigSettings,res.config.settings,res_config_settings,0,1,_compute_fail_counter
02 OTHER.zip,mail,02 OTHER/mail/models/template_reset_mixin.py,TemplateResetMixin,template.reset.mixin,template_reset_mixin,1,1,create
02 OTHER.zip,mail,02 OTHER/mail/models/mail_activity_mixin.py,MailActivityMixin,mail.activity.mixin,mail_activity_mixin,9,8,_compute_activity_exception_type|_compute_activity_user_id|_compute_activity_state|_compute_activity_date_deadline|_compute_my_activity_date_deadline|action_reschedule_my_next_today|action_reschedule_my_next_tomorrow|action_reschedule_my_next_nextweek
02 OTHER.zip,mail,02 OTHER/mail/models/mail_mail.py,MailMail,mail.mail,mail_mail,6,11,_check_mail_server_id|_compute_body_content|_compute_mail_message_id_int|_compute_restricted_attachments|_inverse_unrestricted_attachment_ids|create|write|unlink|action_retry|action_open_document|action_send_and_close
02 OTHER.zip,mail,02 OTHER/mail/models/mail_canned_response.py,MailCannedResponse,mail.canned.response,mail_canned_response,4,5,_compute_is_shared|_compute_is_editable|create|write|unlink
02 OTHER.zip,mail,02 OTHER/mail/models/mail_tracking_duration_mixin.py,MailTrackingDurationMixin,mail.tracking.duration.mixin,mail_tracking_duration_mixin,1,2,_compute_duration_tracking|_compute_rotting
02 OTHER.zip,mail,02 OTHER/mail/models/ir_actions_server.py,IrActionsServer,ir.actions.server,ir_actions_server,10,8,_compute_available_model_ids|_compute_template_id|_compute_mail_post_autofollow|_compute_mail_post_method|_compute_followers_type|_compute_followers_info|_compute_activity_info|_compute_activity_user_info
02 OTHER.zip,mail,02 OTHER/mail/models/mail_message.py,MailMessage,mail.message,mail_message,20,12,_compute_preview|_compute_linked_message_ids|_compute_record_name|_compute_is_current_user_or_guest_author|_compute_needaction|_compute_has_error|_compute_starred|_check_access|create|write|unlink|action_open_document
02 OTHER.zip,mail,02 OTHER/mail/models/res_partner.py,ResPartner,res.partner,res_partner,9,2,_compute_contact_address_inline|_compute_im_status
02 OTHER.zip,mail,02 OTHER/mail/models/mail_thread_blacklist.py,MailThreadBlacklist,mail.thread.blacklist,mail_thread_blacklist,4,2,_compute_email_normalized|_compute_is_blacklisted
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/wizard/accrued_orders.py,AccountAccruedOrdersWizard,account.accrued.orders.wizard,account_accrued_orders_wizard,1,0,
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/models/account_move.py,AccountMove,account.move,account_move,2,2,_compute_delivery_date|_compute_incoterm_location
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/models/sale_order.py,SaleOrder,sale.order,sale_order,8,13,_compute_effective_date|_compute_delivery_status|_compute_expected_date|_compute_late_availability|_check_warehouse|write|_compute_json_popover|_action_confirm|_compute_picking_ids|_compute_warehouse_id|_onchange_partner_shipping_id|action_view_delivery
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/models/sale_order_line.py,SaleOrderLine,sale.order.line,sale_order_line,9,13,_compute_warehouse_id|_compute_qty_to_deliver|_compute_qty_at_date|_compute_is_mto|_compute_qty_delivered_method|_compute_qty_delivered|_compute_invoice_status|create|write|_compute_product_updatable|_compute_customer_lead|_inverse_customer_lead
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/models/product_template.py,ProductTemplate,product.template,product_template,2,2,_compute_expense_policy|_compute_service_type
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/models/stock.py,StockMove,stock.move,stock_move,3,4,_compute_packaging_uom_id|_compute_description_picking|_action_synch_order|write
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/models/stock.py,StockPicking,stock.picking,stock_picking,2,3,_compute_sale_id|_compute_move_type|_action_done
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/models/stock.py,StockLot,stock.lot,stock_lot,1,2,_compute_sale_order_ids|action_view_so
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/models/res_config_settings.py,ResConfigSettings,res.config.settings,res_config_settings,1,1,_onchange_use_security_lead
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/report/report_stock_rule.py,ReportStockReport_Stock_Rule,report.stock.report_stock_rule,report_stock_report_stock_rule,1,0,
02 OTHER.zip,sale_stock,02 OTHER/sale_stock/report/stock_valuation_report.py,StockValuationReport,stock_account.stock.valuation.report,stock_account_stock_valuation_report,0,1,_compute_goods_delivered_not_invoiced
02 OTHER.zip,l10n_syscohada_reports,02 OTHER/l10n_syscohada_reports/models/account_report.py,AccountReport,account.report,account_report,0,1,_compute_is_account_coverage_report_available
02 OTHER.zip,base_geolocalize,02 OTHER/base_geolocalize/models/base_geocoder.py,BaseGeocoder,base.geocoder,base_geocoder,8,0,
02 OTHER.zip,base_geolocalize,02 OTHER/base_geolocalize/models/res_partner.py,ResPartner,res.partner,res_partner,1,1,write
02 OTHER.zip,mrp_landed_costs,02 OTHER/mrp_landed_costs/models/stock_landed_cost.py,StockLandedCost,stock.landed.cost,stock_landed_cost,1,1,_onchange_target_model
02 OTHER.zip,l10n_id_hr_payroll,02 OTHER/l10n_id_hr_payroll/models/hr_version.py,HrVersion,hr.version,hr_version,1,0,
02 OTHER.zip,l10n_id_hr_payroll,02 OTHER/l10n_id_hr_payroll/models/hr_payslip.py,HrPayslip,hr.payslip,hr_payslip,1,1,_compute_l10n_id_include_pkp_ptkp
02 OTHER.zip,l10n_fr_account,02 OTHER/l10n_fr_account/wizard/account_fr_fec_export_wizard.py,L10n_FrFecExportWizard,l10n_fr.fec.export.wizard,l10n_fr_fec_export_wizard,1,1,_onchange_export_file
02 OTHER.zip,l10n_fr_account,02 OTHER/l10n_fr_account/models/account_move.py,AccountMove,account.move,account_move,3,2,_compute_l10n_fr_is_company_french|_compute_show_delivery_date
02 OTHER.zip,l10n_fr_account,02 OTHER/l10n_fr_account/models/base_document_layout.py,BaseDocumentLayout,base.document.layout,base_document_layout,1,0,
02 OTHER.zip,l10n_fr_account,02 OTHER/l10n_fr_account/models/res_partner.py,ResPartner,res.partner,res_partner,1,1,_compute_company_registry_placeholder
02 OTHER.zip,hr_expense_stripe_demo,02 OTHER/hr_expense_stripe_demo/wizard/hr_expense_stripe_test_shipping_wizard.py,HrExpenseStripeCardShippingWizard,hr.expense.stripe.test.shipping.wizard,hr_expense_stripe_test_shipping_wizard,0,1,action_update_shipping_status
02 OTHER.zip,hr_expense_stripe_demo,02 OTHER/hr_expense_stripe_demo/wizard/hr_expense_stripe_test_purchase_wizard.py,HrExpenseStripeTestPurchaseWizard,hr.expense.stripe.test.purchase.wizard,hr_expense_stripe_test_purchase_wizard,0,1,action_test_purchase
02 OTHER.zip,hr_expense_stripe_demo,02 OTHER/hr_expense_stripe_demo/wizard/hr_expense_stripe_topup_wizard.py,HrExpenseStripeTopupWizard,hr.expense.stripe.topup.wizard,hr_expense_stripe_topup_wizard,0,1,action_simulate_topup
02 OTHER.zip,hr_expense_stripe_demo,02 OTHER/hr_expense_stripe_demo/models/res_company.py,ResCompany,res.company,res_company,0,1,action_create_stripe_account
02 OTHER.zip,hr_expense_stripe_demo,02 OTHER/hr_expense_stripe_demo/models/hr_expense_stripe_card.py,HrExpenseStripeCard,hr.expense.stripe.card,hr_expense_stripe_card,1,3,_compute_card_number|action_create_test_purchase|action_open_shipping_wizard
02 OTHER.zip,web,02 OTHER/web/models/ir_model.py,IrModel,ir.model,ir_model,4,0,
02 OTHER.zip,web,02 OTHER/web/models/ir_http.py,IrHttp,ir.http,ir_http,2,0,
02 OTHER.zip,web,02 OTHER/web/models/models.py,Base,base,base,14,0,
02 OTHER.zip,web,02 OTHER/web/models/models.py,ResCompany,res.company,res_company,1,2,create|write
02 OTHER.zip,web,02 OTHER/web/models/res_users_settings.py,ResUsersSettings,res.users.settings,res_users_settings,1,0,
02 OTHER.zip,web,02 OTHER/web/models/base_document_layout.py,BaseDocumentLayout,base.document.layout,base_document_layout,12,8,_compute_custom_colors|_compute_logo_colors|_compute_preview|_onchange_company_id|_onchange_custom_colors|_onchange_report_layout_id|_onchange_logo|_compute_empty_company_details
02 OTHER.zip,web,02 OTHER/web/models/res_users_settings_embedded_action.py,ResUsersSettingsEmbeddedAction,res.users.settings.embedded.action,res_users_settings_embedded_action,2,3,_check_embedded_actions_order|_check_embedded_actions_visibility|_check_embedded_actions_field_format
02 OTHER.zip,web,02 OTHER/web/models/ir_qweb_fields.py,IrQwebFieldImage,ir.qweb.field.image,ir_qweb_field_image,1,0,
02 OTHER.zip,web,02 OTHER/web/models/properties_base_definition.py,PropertiesBaseDefinition,properties.base.definition,properties_base_definition,1,0,
02 OTHER.zip,web,02 OTHER/web/models/res_users.py,ResUsers,res.users,res_users,1,0,
02 OTHER.zip,web,02 OTHER/web/controllers/binary.py,Binary,,,7,0,
02 OTHER.zip,web,02 OTHER/web/controllers/database.py,Database,,,9,1,create
02 OTHER.zip,web,02 OTHER/web/controllers/export.py,Export,,,3,0,
02 OTHER.zip,web,02 OTHER/web/controllers/export.py,ExcelExport,,,1,0,
02 OTHER.zip,web,02 OTHER/web/controllers/json.py,WebJsonController,,,2,1,_check_json_route_active
02 OTHER.zip,l10n_in_sale,02 OTHER/l10n_in_sale/models/sale_order.py,SaleOrder,sale.order,sale_order,1,1,_compute_fiscal_position_id
02 OTHER.zip,data_recycle,02 OTHER/data_recycle/models/data_recycle_record.py,Data_RecycleRecord,data_recycle.record,data_recycle_record,3,4,_compute_name|_compute_company_id|action_validate|action_discard
02 OTHER.zip,data_recycle,02 OTHER/data_recycle/models/data_recycle_model.py,Data_RecycleModel,data_recycle.model,data_recycle_model,4,6,_check_recycle_action|_compute_domain|_compute_name|_compute_records_to_recycle_count|write|action_recycle_records
02 OTHER.zip,l10n_co_edi,02 OTHER/l10n_co_edi/models/account_edi_format.py,AccountEdiFormat,account.edi.format,account_edi_format,3,1,_check_move_configuration
02 OTHER.zip,l10n_co_edi,02 OTHER/l10n_co_edi/models/account_journal.py,AccountJournal,account.journal,account_journal,2,1,_compute_l10n_co_edi_is_support_document
02 OTHER.zip,l10n_co_edi,02 OTHER/l10n_co_edi/models/account_invoice.py,AccountMove,account.move,account_move,3,4,_compute_l10n_co_edi_type|_compute_operation_type|_compute_l10n_co_edi_is_direct_payment|button_draft
02 OTHER.zip,l10n_co_edi,02 OTHER/l10n_co_edi/models/res_partner.py,ResPartner,res.partner,res_partner,1,0,
02 OTHER.zip,l10n_co_edi,02 OTHER/l10n_co_edi/controllers/portal.py,L10nCOPortalAccount,,,1,0,
02 OTHER.zip,base_iban,02 OTHER/base_iban/models/res_partner_bank.py,ResPartnerBank,res.partner.bank,res_partner_bank,4,3,create|write|_check_iban
02 OTHER.zip,pos_account_reports,02 OTHER/pos_account_reports/tests/test_account_reports.py,POSTestTaxReport,,,0,1,_check_tax_report_content
02 OTHER.zip,documents_l10n_mx_hr_payroll_account_edi,02 OTHER/documents_l10n_mx_hr_payroll_account_edi/models/hr_payslip.py,HrPayslip,hr.payslip,hr_payslip,0,1,_compute_cfdi_access_url
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/wizard/applicant_send_mail.py,ApplicantSendMail,applicant.send.mail,applicant_send_mail,1,2,_compute_render_model|action_send
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/wizard/mail_activity_schedule.py,MailActivitySchedule,mail.activity.schedule,mail_activity_schedule,0,1,_compute_plan_department_filterable
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/wizard/job_add_applicants.py,JobAddApplicants,job.add.applicants,job_add_applicants,0,1,action_add_applicants_to_job
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/wizard/talent_pool_add_applicants.py,TalentPoolAddApplicants,talent.pool.add.applicants,talent_pool_add_applicants,0,1,action_add_applicants_to_pool
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/wizard/applicant_refuse_reason.py,ApplicantGetRefuseReason,applicant.get.refuse.reason,applicant_get_refuse_reason,7,8,_compute_send_mail|_compute_applicant_without_email|_compute_duplicate_applicant_ids_domain|_compute_duplicate_applicant_ids|_compute_render_model|_compute_template_id|_compute_from_template_id|action_refuse_reason_apply
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/digest.py,DigestDigest,digest.digest,digest_digest,0,2,_compute_kpi_hr_recruitment_new_colleagues_value|_compute_kpis_actions
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/mail_activity_plan.py,MailActivityPlan,mail.activity.plan,mail_activity_plan,0,1,_compute_department_assignable
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/hr_department.py,HrDepartment,hr.department,hr_department,0,2,_compute_new_applicant_count|_compute_recruitment_stats
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/hr_job.py,HrJob,hr.job,hr_job,7,19,_compute_no_of_hired_employee|_compute_activities|_compute_extended_interviewer_ids|_compute_is_favorite|_inverse_is_favorite|_compute_document_ids|_compute_all_application_count|_compute_application_count|_compute_open_application_count|_compute_employee_count|_compute_new_application_count|_compute_applicant_hired
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/calendar.py,CalendarEvent,calendar.event,calendar_event,2,2,create|_compute_is_highlighted
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/hr_recruitment_stage.py,HrRecruitmentStage,hr.recruitment.stage,hr_recruitment_stage,2,1,_compute_is_warning_visible
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/hr_employee.py,HrEmployee,hr.employee,hr_employee,1,1,create
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/hr_talent_pool.py,HrTalentPool,hr.talent.pool,hr_talent_pool,0,2,_compute_talent_count|action_talent_pool_add_talents
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/hr_applicant.py,HrApplicant,hr.applicant,hr_applicant,24,31,_check_talent_pool_required|_compute_talent_pool_count|_compute_partner_phone_sanitized|_compute_partner_phone_email|_inverse_partner_email|_compute_application_count|_compute_is_pool|_compute_is_applicant_in_pool|_compute_day|_compute_delay|_compute_meeting_display|_compute_application_status
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/hr_recruitment_source.py,HrRecruitmentSource,hr.recruitment.source,hr_recruitment_source,0,2,_compute_has_domain|unlink
02 OTHER.zip,hr_recruitment,02 OTHER/hr_recruitment/models/hr_job_platform.py,HrJobPlatform,hr.job.platform,hr_job_platform,1,2,create|write
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesA,test_testing_utilities.a,test_testing_utilities_a,2,1,_compute_f4
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesReadonly,test_testing_utilities.readonly,test_testing_utilities_readonly,1,1,_compute_f2
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesC,test_testing_utilities.c,test_testing_utilities_c,1,0,
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesD,test_testing_utilities.d,test_testing_utilities_d,1,0,
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesE,test_testing_utilities.e,test_testing_utilities_e,1,0,
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesF,test_testing_utilities.f,test_testing_utilities_f,1,0,
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesParent,test_testing_utilities.parent,test_testing_utilities_parent,1,1,_onchange_values
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesSub,test_testing_utilities.sub,test_testing_utilities_sub,3,3,_onchange_value|_compute_name|_onchange_has_parent
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesDefault,test_testing_utilities.default,test_testing_utilities_default,1,1,_onchange_value
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesSub3,test_testing_utilities.sub3,test_testing_utilities_sub3,2,2,_onchange_value|_compute_name
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesOnchange_Parent,test_testing_utilities.onchange_parent,test_testing_utilities_onchange_parent,1,1,_onchange_line_ids
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesOnchange_Line,test_testing_utilities.onchange_line,test_testing_utilities_onchange_line,1,1,_onchange_flag
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,Test_Testing_UtilitiesOnchange_Count,test_testing_utilities.onchange_count,test_testing_utilities_onchange_count,1,1,_onchange_count
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,O2m_Readonly_Subfield_Child,o2m_readonly_subfield_child,o2m_readonly_subfield_child,1,2,_compute_f|_inverse_f
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,O2m_Changes_Parent,o2m_changes_parent,o2m_changes_parent,1,1,_onchange_name
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/models.py,O2m_Changes_Children,o2m_changes_children,o2m_changes_children,1,1,_onchange_v
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/nested_o2m.py,TtuRoot,ttu.root,ttu_root,2,1,_onchange_producing
02 OTHER.zip,test_testing_utilities,02 OTHER/test_testing_utilities/models/nested_o2m.py,TtuChild,ttu.child,ttu_child,1,0,
02 OTHER.zip,payment,02 OTHER/payment/models/payment_provider.py,PaymentProvider,payment.provider,payment_provider,13,15,_compute_available_currency_ids|_compute_color|_compute_feature_support_fields|_onchange_state_switch_is_published|_onchange_state_warn_before_disabling_tokens|_onchange_company_block_if_existing_transactions|_check_manual_capture_supported_by_payment_methods|create|write|_check_required_if_provider|button_immediate_install|action_start_onboarding
02 OTHER.zip,payment,02 OTHER/payment/models/payment_transaction.py,PaymentTransaction,payment.transaction,payment_transaction,9,12,_compute_primary_payment_method_id|_compute_refunds_count|_check_state_authorized_supported|_check_token_is_active|create|action_view_refunds|action_capture|action_void|action_refund|action_post_process|_compute_reference|_compute_reference_prefix
02 OTHER.zip,payment,02 OTHER/payment/models/payment_method.py,PaymentMethod,payment.method,payment_method,3,5,_compute_is_primary|_onchange_warn_before_disabling_tokens|_onchange_provider_ids_warn_before_attaching_payment_method|_check_manual_capture_supported_by_providers|write
02 OTHER.zip,payment,02 OTHER/payment/models/res_country.py,ResCountry,res.country,res_country,1,1,_compute_provider_support
02 OTHER.zip,payment,02 OTHER/payment/models/payment_token.py,PaymentToken,payment.token,payment_token,4,4,_compute_display_name|create|write|_check_partner_is_never_public
02 OTHER.zip,payment,02 OTHER/payment/models/res_company.py,ResCompany,res.company,res_company,1,1,create
02 OTHER.zip,payment,02 OTHER/payment/models/res_partner.py,ResPartner,res.partner,res_partner,1,1,_compute_payment_token_count
02 OTHER.zip,payment,02 OTHER/payment/wizards/payment_capture_wizard.py,PaymentCaptureWizard,payment.capture.wizard,payment_capture_wizard,10,11,_compute_authorized_amount|_compute_captured_amount|_compute_voided_amount|_compute_available_amount|_compute_amount_to_capture|_compute_is_amount_to_capture_valid|_compute_support_partial_capture|_compute_has_draft_children|_compute_has_remaining_amount|_check_amount_to_capture_within_boundaries|action_capture
02 OTHER.zip,payment,02 OTHER/payment/wizards/res_config_settings.py,ResConfigSettings,res.config.settings,res_config_settings,3,4,_compute_active_provider_id|_compute_has_enabled_provider|_compute_onboarding_payment_module|action_view_active_provider
02 OTHER.zip,payment,02 OTHER/payment/wizards/payment_link_wizard.py,PaymentLinkWizard,payment.link.wizard,payment_link_wizard,4,3,_compute_warning_message|_compute_company_id|_compute_link
02 OTHER.zip,documents_hr,02 OTHER/documents_hr/models/hr_version.py,HrVersion,hr.version,hr_version,0,1,_check_create_documents
02 OTHER.zip,documents_hr,02 OTHER/documents_hr/models/hr_employee_public.py,HrEmployeePublic,hr.employee.public,hr_employee_public,0,1,action_see_documents
02 OTHER.zip,documents_hr,02 OTHER/documents_hr/models/res_company.py,ResCompany,res.company,res_company,1,2,create|write
02 OTHER.zip,documents_hr,02 OTHER/documents_hr/models/hr_employee.py,HrEmployee,hr.employee,hr_employee,1,5,_check_create_documents|_compute_document_count|create|write|action_open_documents
02 OTHER.zip,pos_self_order_adyen,02 OTHER/pos_self_order_adyen/models/pos_payment_method.py,PosPaymentMethod,pos.payment.method,pos_payment_method,2,0,
02 OTHER.zip,esg_hr,02 OTHER/esg_hr/report/esg_employee_report.py,EsgEmployeeReport,esg.employee.report,esg_employee_report,1,0,
02 OTHER.zip,event_product,02 OTHER/event_product/models/event_type_ticket.py,EventTypeTicket,event.type.ticket,event_type_ticket,5,3,_compute_price|_compute_description|_compute_price_reduce
02 OTHER.zip,event_product,02 OTHER/event_product/models/event_registration.py,EventRegistration,event.registration,event_registration,0,1,_compute_registration_status
02 OTHER.zip,event_product,02 OTHER/event_product/models/product_product.py,ProductProduct,product.product,product_product,1,1,_check_event_ticket_service_tracking
02 OTHER.zip,event_product,02 OTHER/event_product/models/event_event_ticket.py,EventEventTicket,event.event.ticket,event_event_ticket,2,3,_compute_sale_available|_compute_price_reduce_taxinc|_compute_price_incl
02 OTHER.zip,l10n_mx_edi_stock,02 OTHER/l10n_mx_edi_stock/models/fleet_vehicle.py,FleetVehicle,fleet.vehicle,fleet_vehicle,1,1,_check_trailers
02 OTHER.zip,l10n_mx_edi_stock,02 OTHER/l10n_mx_edi_stock/models/product_template.py,ProductTemplate,product.template,product_template,1,1,_compute_hazardous_material_fields
02 OTHER.zip,l10n_mx_edi_stock,02 OTHER/l10n_mx_edi_stock/models/l10n_mx_edi_hazardous_material.py,L10n_Mx_EdiHazardousMaterial,l10n_mx_edi.hazardous.material,l10n_mx_edi_hazardous_material,1,1,_compute_display_name
02 OTHER.zip,l10n_mx_edi_stock,02 OTHER/l10n_mx_edi_stock/models/stock_move.py,StockMove,stock.move,stock_move,1,1,_compute_l10n_mx_edi_is_hazardous_material
02 OTHER.zip,l10n_mx_edi_stock,02 OTHER/l10n_mx_edi_stock/models/stock_picking.py,StockPicking,stock.picking,stock_picking,12,9,_compute_l10n_mx_edi_is_delivery_guide_needed|_compute_l10n_mx_edi_is_cfdi_needed|_compute_l10n_mx_edi_cfdi_state_and_attachment|_compute_l10n_mx_edi_update_sat_needed|_compute_l10n_mx_edi_cfdi_uuid|_compute_l10n_mx_edi_external_trade|_compute_l10n_mx_edi_cfdi_cancel_picking_id|_compute_l10n_mx_edi_idccp|_compute_l10n_mx_edi_gross_vehicle_weight
02 OTHER.zip,l10n_mx_edi_stock,02 OTHER/l10n_mx_edi_stock/models/l10n_mx_edi_document.py,L10n_Mx_EdiDocument,l10n_mx_edi.document,l10n_mx_edi_document,4,1,_action_retry_picking_try_cancel
02 OTHER.zip,l10n_it_stock_ddt,02 OTHER/l10n_it_stock_ddt/models/account_invoice.py,AccountMove,account.move,account_move,1,1,_compute_ddt_ids
02 OTHER.zip,l10n_it_stock_ddt,02 OTHER/l10n_it_stock_ddt/models/stock_picking.py,StockPicking,stock.picking,stock_picking,1,2,_compute_l10n_it_show_print_ddt_button|_action_done
02 OTHER.zip,l10n_it_stock_ddt,02 OTHER/l10n_it_stock_ddt/models/stock_picking.py,StockPickingType,stock.picking.type,stock_picking_type,1,2,create|write
02 OTHER.zip,l10n_mx_edi_landing,02 OTHER/l10n_mx_edi_landing/models/account_move_line.py,AccountMoveLine,account.move.line,account_move_line,1,1,_compute_l10n_mx_edi_can_use_customs_invoicing
02 OTHER.zip,l10n_mx_edi_landing,02 OTHER/l10n_mx_edi_landing/models/sale_order_line.py,SaleOrderLine,sale.order.line,sale_order_line,1,2,_compute_l10n_mx_edi_can_use_customs_invoicing|_compute_qty
02 OTHER.zip,l10n_mx_edi_landing,02 OTHER/l10n_mx_edi_landing/models/product_template.py,ProductTemplate,product.template,product_template,3,3,_compute_l10n_mx_edi_can_use_customs_invoicing|_inverse_l10n_mx_edi_can_use_customs_invoicing|_check_l10n_mx_edi_use_customs_invoicing
02 OTHER.zip,l10n_mx_edi_landing,02 OTHER/l10n_mx_edi_landing/models/stock_landed_cost.py,StockLandedCost,stock.landed.cost,stock_landed_cost,1,2,_check_l10n_mx_edi_customs_number|button_validate
02 OTHER.zip,l10n_mx_edi_landing,02 OTHER/l10n_mx_edi_landing/models/stock_lot.py,StockLot,stock.lot,stock_lot,0,1,_inverse_l10n_mx_edi_landed_cost_id
02 OTHER.zip,l10n_pe_reports_lib,02 OTHER/l10n_pe_reports_lib/models/account_general_ledger.py,GeneralLedgerCustomHandler,account.general.ledger.report.handler,account_general_ledger_report_handler,1,0,
02 OTHER.zip,l10n_pe_reports_lib,02 OTHER/l10n_pe_reports_lib/models/res_company.py,ResCompany,res.company,res_company,1,1,_check_l10n_pe_shareholder_percentage
02 OTHER.zip,l10n_pe_reports_lib,02 OTHER/l10n_pe_reports_lib/models/res_company.py,L10nPEShareholder,l10n_pe_reports_lib.shareholder,l10n_pe_reports_lib_shareholder,1,1,_check_shares_percentage
02 OTHER.zip,l10n_pe_reports_lib,02 OTHER/l10n_pe_reports_lib/models/res_config_settings.py,ResConfigSettings,res.config.settings,res_config_settings,1,1,_compute_l10n_pe_fs_type_warning
02 OTHER.zip,l10n_es_real_estates,02 OTHER/l10n_es_real_estates/models/account_move.py,AccountMove,account.move,account_move,1,1,_onchange_mod347_invoice_type
