id,product_id,company_id,location_id,storage_category_id,lot_id,package_id,owner_id,user_id,create_uid,write_uid,inventory_date,quantity,reserved_quantity,inventory_quantity,inventory_diff_quantity,inventory_quantity_set,in_date,create_date,write_date,accounting_date
44,2053,1,14,\N,\N,\N,\N,\N,1,1,\N,-4.000000,0.000000,\N,2.000000,f,2026-08-25 12:20:27,2026-08-25 12:19:16.136903,2026-08-25 12:20:27.354995,\N
35,1558,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,14.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:15,2026-08-25 12:19:15.730597,2026-08-25 12:22:31.313016,\N
41,2124,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.02788,2026-08-25 12:22:31.489721,\N
36,1558,1,14,\N,\N,\N,\N,\N,1,1,\N,-14.000000,0.000000,\N,14.000000,f,2026-08-25 12:19:15,2026-08-25 12:19:15.730597,2026-08-25 12:19:15.730597,\N
37,2431,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:15,2026-08-25 12:19:15.848566,2026-08-25 12:22:31.372167,\N
38,2431,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:15,2026-08-25 12:19:15.848566,2026-08-25 12:19:15.848566,\N
39,1473,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,65.590000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:15,2026-08-25 12:19:15.942334,2026-08-25 12:22:31.432184,\N
54,2498,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.72697,2026-08-25 12:19:16.72697,\N
42,2124,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.02788,2026-08-25 12:19:16.02788,\N
43,2053,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.136903,2026-08-25 12:22:31.547638,\N
55,1860,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,13.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.846942,2026-08-25 12:22:31.883532,\N
68,2625,1,14,\N,\N,\N,\N,\N,1,1,\N,-3.000000,0.000000,\N,1.000000,f,2026-08-25 12:20:39,2026-08-25 12:19:17.407368,2026-08-25 12:20:39.79173,\N
45,2054,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,5.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.251484,2026-08-25 12:22:31.60478,\N
46,2054,1,14,\N,\N,\N,\N,\N,1,1,\N,-5.000000,0.000000,\N,5.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.251484,2026-08-25 12:19:16.251484,\N
47,2052,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,21.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.369996,2026-08-25 12:22:31.661924,\N
48,2052,1,14,\N,\N,\N,\N,\N,1,1,\N,-21.000000,0.000000,\N,21.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.369996,2026-08-25 12:19:16.369996,\N
49,2051,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,11.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.490606,2026-08-25 12:22:31.714189,\N
56,1860,1,14,\N,\N,\N,\N,\N,1,1,\N,-13.000000,0.000000,\N,13.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.846942,2026-08-25 12:19:16.846942,\N
50,2051,1,14,\N,\N,\N,\N,\N,1,1,\N,-11.000000,0.000000,\N,11.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.490606,2026-08-25 12:19:16.490606,\N
51,2050,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.608055,2026-08-25 12:22:31.766752,\N
57,1861,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,7.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.943937,2026-08-25 12:22:31.941177,\N
52,2050,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,2.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.608055,2026-08-25 12:19:16.608055,\N
53,2498,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.72697,2026-08-25 12:22:31.825228,\N
58,1861,1,14,\N,\N,\N,\N,\N,1,1,\N,-7.000000,0.000000,\N,7.000000,f,2026-08-25 12:19:16,2026-08-25 12:19:16.943937,2026-08-25 12:19:16.943937,\N
59,3726,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,13.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.030877,2026-08-25 12:22:31.997901,\N
60,3726,1,14,\N,\N,\N,\N,\N,1,1,\N,-13.000000,0.000000,\N,13.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.030877,2026-08-25 12:19:17.030877,\N
61,3699,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.116528,2026-08-25 12:22:32.055488,\N
62,3699,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.116528,2026-08-25 12:19:17.116528,\N
63,2021,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-14.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.200928,2026-08-25 12:22:32.259477,\N
64,2021,1,14,\N,\N,\N,\N,\N,1,1,\N,14.000000,0.000000,\N,-14.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.200928,2026-08-25 12:19:17.200928,\N
65,2107,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-22.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.30347,2026-08-25 12:22:32.322364,\N
66,2107,1,14,\N,\N,\N,\N,\N,1,1,\N,22.000000,0.000000,\N,-22.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.30347,2026-08-25 12:19:17.30347,\N
67,2625,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.407368,2026-08-25 12:22:32.391042,\N
70,2638,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.530355,2026-08-25 12:19:17.530355,\N
3,1284,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:14,2026-08-25 12:19:13.83922,2026-08-25 12:22:30.251189,\N
69,2638,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.530355,2026-08-25 12:22:32.454815,\N
71,11,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,301.630000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.623517,2026-08-25 12:22:32.515075,\N
72,11,1,14,\N,\N,\N,\N,\N,1,1,\N,-301.630000,0.000000,\N,301.630000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.623517,2026-08-25 12:19:17.623517,\N
73,2115,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-28.440000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.72062,2026-08-25 12:22:32.574521,\N
75,2709,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.824227,2026-08-25 12:22:32.634617,\N
76,2709,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.824227,2026-08-25 12:19:17.824227,\N
34,482,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,1.000000,f,2026-08-25 12:20:24,2026-08-25 12:19:15.636744,2026-08-25 12:20:24.360663,\N
78,2220,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:17,2026-08-25 12:19:17.928437,2026-08-25 12:19:17.928437,\N
87,99,1,8,\N,\N,\N,\N,\N,1,92,2026-12-31,821661.73,2368.81,0.000000,0.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.448448,2026-08-30 01:31:35.360314,\N
144,2708,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,1.000000,f,2026-08-25 12:20:00,2026-08-25 12:19:21.588673,2026-08-25 12:20:00.655392,\N
81,1534,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,2.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.165315,2026-08-25 12:22:32.820877,\N
82,1534,1,14,\N,\N,\N,\N,\N,1,1,\N,-2.000000,0.000000,\N,2.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.165315,2026-08-25 12:19:18.165315,\N
83,1533,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.258008,2026-08-25 12:22:32.880375,\N
84,1533,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.258008,2026-08-25 12:19:18.258008,\N
85,1504,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.351777,2026-08-25 12:22:32.940299,\N
86,1504,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.351777,2026-08-25 12:19:18.351777,\N
91,110,1,8,\N,\N,\N,\N,\N,1,92,2026-12-31,2637.28,45.85,0.000000,0.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.68831,2026-08-30 01:31:35.360314,\N
110,3474,1,14,\N,\N,\N,\N,\N,1,1,\N,-8.000000,0.000000,\N,8.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.707719,2026-08-25 12:19:19.707719,\N
111,3686,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.801746,2026-08-25 12:22:33.722296,\N
2705,110,\N,4,\N,\N,\N,\N,\N,102,102,\N,-2000.00,0.00,\N,2000.00,f,2026-08-29 07:23:05,2026-08-29 07:23:05.688388,2026-08-29 07:23:05.688388,\N
92,110,1,14,\N,\N,\N,\N,\N,1,1,\N,-833.320000,0.000000,\N,833.320000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.68831,2026-08-25 12:19:18.68831,\N
93,111,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,845.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.815144,2026-08-25 12:22:33.1828,\N
94,111,1,14,\N,\N,\N,\N,\N,1,1,\N,-845.000000,0.000000,\N,845.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.815144,2026-08-25 12:19:18.815144,\N
97,98,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-104970.000000,0,0.000000,0.000000,f,2026-08-25 19:21:12,2026-08-25 12:19:19.051439,2026-08-25 19:21:11.532671,\N
96,102,1,14,\N,\N,\N,\N,\N,1,1,\N,-82218.000000,0.000000,\N,82218.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.940662,2026-08-25 12:19:18.940662,\N
89,100,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,57388.02,30.57,0.000000,0.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.570878,2026-08-30 01:30:58.176753,\N
95,102,1,8,\N,\N,\N,\N,\N,1,92,2026-12-31,78628.75,7570.25,0.000000,0.000000,f,2026-08-25 12:19:18,2026-08-25 12:19:18.940662,2026-08-30 01:31:35.360314,\N
112,3686,1,14,\N,\N,\N,\N,\N,1,1,\N,1.000000,0.000000,\N,-1.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.801746,2026-08-25 12:19:19.801746,\N
1082,1780,1,106,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0,0.000000,0.000000,f,2026-08-25 12:20:13,2026-08-25 12:20:13.799433,2026-08-25 19:19:56.323694,\N
1132,1757,1,106,\N,\N,\N,\N,\N,1,1,2026-12-31,7.000000,0,0.000000,0.000000,f,2026-08-25 12:20:16,2026-08-25 12:20:16.311083,2026-08-25 19:21:29.27162,\N
113,3687,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.924252,2026-08-25 12:22:33.780295,\N
1277,107,1,107,\N,\N,\N,\N,\N,1,1,2026-12-31,3.000000,0,0.000000,0.000000,f,2026-08-25 12:20:23,2026-08-25 12:20:23.931383,2026-08-25 19:20:15.598889,\N
2092,1546,2,116,\N,\N,\N,\N,\N,1,1,2026-12-31,60.000000,0,0.000000,0.000000,f,2026-08-25 12:23:43,2026-08-25 12:23:43.789888,2026-08-25 19:24:28.3977,\N
103,1479,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,98.050000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.397926,2026-08-25 12:22:33.493786,\N
104,1479,1,14,\N,\N,\N,\N,\N,1,1,\N,-98.050000,0.000000,\N,98.050000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.397926,2026-08-25 12:19:19.397926,\N
105,1173,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-14175.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.493173,2026-08-25 12:22:33.550539,\N
106,1173,1,14,\N,\N,\N,\N,\N,1,1,\N,14175.000000,0.000000,\N,-14175.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.493173,2026-08-25 12:19:19.493173,\N
107,1381,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.612979,2026-08-25 12:22:33.607456,\N
108,1381,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.612979,2026-08-25 12:19:19.612979,\N
109,3474,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,8.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.707719,2026-08-25 12:22:33.664537,\N
114,3687,1,14,\N,\N,\N,\N,\N,1,1,\N,1.000000,0.000000,\N,-1.000000,f,2026-08-25 12:19:19,2026-08-25 12:19:19.924252,2026-08-25 12:19:19.924252,\N
115,3688,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.039085,2026-08-25 12:22:33.837862,\N
116,3688,1,14,\N,\N,\N,\N,\N,1,1,\N,1.000000,0.000000,\N,-1.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.039085,2026-08-25 12:19:20.039085,\N
117,3689,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.150357,2026-08-25 12:22:33.896064,\N
126,3693,1,14,\N,\N,\N,\N,\N,1,1,\N,1.000000,0.000000,\N,-1.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.618861,2026-08-25 12:19:20.618861,\N
118,3689,1,14,\N,\N,\N,\N,\N,1,1,\N,1.000000,0.000000,\N,-1.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.150357,2026-08-25 12:19:20.150357,\N
119,3690,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.259888,2026-08-25 12:22:33.956296,\N
135,3702,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.164015,2026-08-25 12:22:34.444338,\N
120,3690,1,14,\N,\N,\N,\N,\N,1,1,\N,1.000000,0.000000,\N,-1.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.259888,2026-08-25 12:19:20.259888,\N
121,3691,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.376108,2026-08-25 12:22:34.013421,\N
122,3691,1,14,\N,\N,\N,\N,\N,1,1,\N,1.000000,0.000000,\N,-1.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.376108,2026-08-25 12:19:20.376108,\N
123,3692,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.497766,2026-08-25 12:22:34.070409,\N
124,3692,1,14,\N,\N,\N,\N,\N,1,1,\N,1.000000,0.000000,\N,-1.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.497766,2026-08-25 12:19:20.497766,\N
125,3693,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.618861,2026-08-25 12:22:34.128239,\N
128,3619,1,14,\N,\N,\N,\N,\N,1,1,\N,-152.750000,0.000000,\N,152.750000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.740993,2026-08-25 12:19:20.740993,\N
137,3701,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.258765,2026-08-25 12:22:34.503283,\N
130,3700,1,14,\N,1,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:20,2026-08-25 12:19:20.834147,2026-08-25 12:19:20.834147,\N
139,3666,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,32.950000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.353002,2026-08-25 12:22:34.565708,\N
132,3694,1,14,\N,\N,\N,\N,\N,1,1,\N,-34.070000,0.000000,\N,34.070000,f,2026-08-25 12:19:21,2026-08-25 12:19:20.962982,2026-08-25 12:19:20.962982,\N
141,3638,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,-567.860000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.483812,2026-08-25 12:22:34.639692,\N
134,3617,1,14,\N,\N,\N,\N,\N,1,1,\N,313.820000,0.000000,\N,-313.820000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.058709,2026-08-25 12:19:21.058709,\N
143,2708,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.588673,2026-08-25 12:22:34.708,\N
136,3702,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.164015,2026-08-25 12:19:21.164015,\N
145,3658,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,1.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.708487,2026-08-25 12:22:34.767581,\N
138,3701,1,14,\N,\N,\N,\N,\N,1,1,\N,-1.000000,0.000000,\N,1.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.258765,2026-08-25 12:19:21.258765,\N
147,3507,1,8,\N,\N,\N,\N,\N,1,1,2026-12-31,6.000000,0.000000,0.000000,0.000000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.803918,2026-08-25 12:22:34.825325,\N
140,3666,1,14,\N,\N,\N,\N,\N,1,1,\N,-32.950000,0.000000,\N,32.950000,f,2026-08-25 12:19:21,2026-08-25 12:19:21.353002,2026-08-25 12:19:21.353002,\N
