id,create_uid,create_date,write_date,write_uid,website,summary,name,author,icon,state,latest_version,shortdesc,category_id,description,application,demo,web,license,sequence,auto_install,to_buy,maintainer,published_version,url,contributors,menus_by_module,reports_by_module,views_by_module,imported
993,49,2023-09-19 04:13:18.553085,2023-09-19 04:13:18.553085,49,https://github.com/OCA/hr-expense,"{""en_US"": """"}",hr_expense_petty_cash,"Ecosoft, Odoo Community Association (OCA)",/hr_expense_petty_cash/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Petty Cash""}",21,"{""en_US"": ""==========\\nPetty Cash\\n==========\\n\\n.. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n   !! This file is generated by oca-gen-addon-readme !!\\n   !! changes will be overwritten.                   !!\\n   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n\\n.. |badge1| image:: https://img.shields.io/badge/maturity-Beta-yellow.png\\n    :target: https://odoo-community.org/page/development-status\\n    :alt: Beta\\n.. |badge2| image:: https://img.shields.io/badge/licence-AGPL--3-blue.png\\n    :target: http://www.gnu.org/licenses/agpl-3.0-standalone.html\\n    :alt: License: AGPL-3\\n.. |badge3| image:: https://img.shields.io/badge/github-OCA%2Fhr--expense-lightgray.png?logo=github\\n    :target: https://github.com/OCA/hr-expense/tree/14.0/hr_expense_petty_cash\\n    :alt: OCA/hr-expense\\n.. |badge4| image:: https://img.shields.io/badge/weblate-Translate%20me-F47D42.png\\n    :target: https://translation.odoo-community.org/projects/hr-expense-14-0/hr-expense-14-0-hr_expense_petty_cash\\n    :alt: Translate me on Weblate\\n.. |badge5| image:: https://img.shields.io/badge/runbot-Try%20me-875A7B.png\\n    :target: https://runbot.odoo-community.org/runbot/289/14.0\\n    :alt: Try me on Runbot\\n\\n|badge1| |badge2| |badge3| |badge4| |badge5| \\n\\nThis module work about expense that paid by petty cash.\\n\\nGeneral Process:\\n\\n#. Create Petty Cash Holder\\n#. Transfer cash to Petty Cash Holder (by using Vendor Bill)\\n#. You can create expense paid by petty cash and select petty cash holder.\\n#. Then balance of petty cash holder less than amount of expense, you must transfer cash to petty cash holder before Submit Report to Manager.\\n\\n**Table of contents**\\n\\n.. contents::\\n   :local:\\n\\nConfiguration\\n=============\\n\\n**Create a Petty Cash Account**\\n\\n#. Go to Invoicing > Configuration > Chart of accounts\\n#. Create a new petty cash account\\n#. Type = Bank and Cash or Account type that is asset\\n\\nNote:\\n\\n* You will need the \\""Show Full Accounting Features\\"" to see accounting data\\n\\nUsage\\n=====\\n\\n**Create a Petty Cash Holder**\\n\\n#. Go to Invoicing > Configuration > Petty Cash\\n#. Create a new petty cash holder\\n#. Select Petty Cash Account and Journal (optional)\\n\\n**Add Balance for Petty Cash Holder**\\n\\n#. Go to Invoicing > Vendor > Bill\\n#. Create a new vendor bill\\n#. Select Vendor (Petty Cash Holder)\\n#. Check Petty Cash will auto line with Unit Price = Max Limit - Balance\\n\\n**Create an Expense paid by Petty Cash**\\n\\n#. Go to Expenses > My Expenses\\n#. Create a new expense\\n#. Select Paid by = Petty Cash and Select Petty Cash Holder\\n\\n**Create an Expense Report paid by Petty Cash**\\n\\n#. Go to Expenses > My Expense Reports\\n#. Create a new expense report\\n#. Select or Create expenses Paid by Petty Cash and same Petty Cash Holder\\n\\nNote : Bill and Expense will default journal from petty cash holder,\\nif you configure journal in petty cash holder.\\n\\nBug Tracker\\n===========\\n\\nBugs are tracked on `GitHub Issues <https://github.com/OCA/hr-expense/issues>`_.\\nIn case of trouble, please check there if your issue has already been reported.\\nIf you spotted it first, help us smashing it by providing a detailed and welcomed\\n`feedback <https://github.com/OCA/hr-expense/issues/new?body=module:%20hr_expense_petty_cash%0Aversion:%2014.0%0A%0A**Steps%20to%20reproduce**%0A-%20...%0A%0A**Current%20behavior**%0A%0A**Expected%20behavior**>`_.\\n\\nDo not contact contributors directly about support or help with technical issues.\\n\\nCredits\\n=======\\n\\nAuthors\\n~~~~~~~\\n\\n* Ecosoft\\n\\nContributors\\n~~~~~~~~~~~~\\n\\n* `Ecosoft <http://ecosoft.co.th>`__:\\n\\n  * Pimolnat Suntian <pimolnats@ecosoft.co.th>\\n  * Saran Lim. <saranl@ecosoft.co.th>\\n\\n* `Trinityroots <http://trinityroots.co.th>`__:\\n\\n  * Santi Techatoo <santi.tec@trinityroots.co.th>\\n\\nMaintainers\\n~~~~~~~~~~~\\n\\nThis module is maintained by the OCA.\\n\\n.. image:: https://odoo-community.org/logo.png\\n   :alt: Odoo Community Association\\n   :target: https://odoo-community.org\\n\\nOCA, or the Odoo Community Association, is a nonprofit organization whose\\nmission is to support the collaborative development of Odoo features and\\npromote its widespread use.\\n\\nThis module is part of the `OCA/hr-expense <https://github.com/OCA/hr-expense/tree/14.0/hr_expense_petty_cash>`_ project on GitHub.\\n\\nYou are welcome to contribute. To learn how please visit https://odoo-community.org/page/Contribute.\\n""}",f,f,f,AGPL-3,100,f,f,\N,\N,,\N,,,,\N
978,2,2023-08-22 05:04:48.117437,2023-09-01 02:54:56.633862,1,https://scgl.co.th,"{""en_US"": """"}",print_voucher_request,"SCG LEGACY(THAILAND) CO.,LTD(HEAD OFFICE)",/base/static/description/icon.png,installed,16.0.1.0.0,"{""en_US"": ""Voucher Request""}",130,"{""en_US"": ""\\nExport report using Report Designer\\n""}",f,f,f,LGPL-3,100,f,f,\N,\N,,\N,,Voucher Request,external_layout_footer_custom (qweb)\nexternal_layout_full_invoice_custom (qweb)\nexternal_layout_header_voucher_request_custom (qweb)\nfull-invoice-custom_document (qweb)\nreport_invoice_custom_view (qweb),\N
975,23,2023-08-02 09:59:09.551077,2023-09-01 02:54:59.906237,1,https://www.scgl.co.th/,"{""en_US"": """"}",scgl_account_sequence,SCG Legacy,/base/static/description/icon.png,installed,16.0.1.0.0,"{""en_US"": ""Scgl Account Sequence""}",2,"{""en_US"": ""Change the way `sequence.mixin` works to reduce concurrency errors""}",f,f,f,LGPL-3,100,f,f,\N,\N,,\N,,,,\N
1010,2,2025-12-29 07:23:08.617653,2025-12-29 07:23:08.617653,2,https://www.scgl.co.th/,"{""en_US"": """"}",scgl_currency_rate_live_01,SCG Legacy,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Live Curency Exchange Rate (BOT)""}",2,"{""en_US"": ""Import exchange rates from BOT API.""}",f,f,f,LGPL-3,100,f,f,\N,\N,,\N,,,,\N
994,49,2023-09-19 04:13:18.553085,2023-09-19 04:13:18.553085,49,https://github.com/OCA/hr,"{""en_US"": """"}",hr_expense_petty_cash_sequence,"Ecosoft, Odoo Community Association (OCA)",/hr_expense_petty_cash_sequence/static/description/icon.png,uninstalled,\N,"{""en_US"": ""HR Expense Petty Cash Sequence""}",21,"{""en_US"": ""==============================\\nHR Expense Petty Cash Sequence\\n==============================\\n\\n.. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n   !! This file is generated by oca-gen-addon-readme !!\\n   !! changes will be overwritten.                   !!\\n   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n\\n.. |badge1| image:: https://img.shields.io/badge/maturity-Beta-yellow.png\\n    :target: https://odoo-community.org/page/development-status\\n    :alt: Beta\\n.. |badge2| image:: https://img.shields.io/badge/licence-AGPL--3-blue.png\\n    :target: http://www.gnu.org/licenses/agpl-3.0-standalone.html\\n    :alt: License: AGPL-3\\n.. |badge3| image:: https://img.shields.io/badge/github-OCA%2Fhr-lightgray.png?logo=github\\n    :target: https://github.com/OCA/hr/tree/12.0/hr_expense_petty_cash_sequence\\n    :alt: OCA/hr\\n.. |badge4| image:: https://img.shields.io/badge/weblate-Translate%20me-F47D42.png\\n    :target: https://translation.odoo-community.org/projects/hr-12-0/hr-12-0-hr_expense_petty_cash_sequence\\n    :alt: Translate me on Weblate\\n.. |badge5| image:: https://img.shields.io/badge/runbot-Try%20me-875A7B.png\\n    :target: https://runbot.odoo-community.org/runbot/116/12.0\\n    :alt: Try me on Runbot\\n\\n|badge1| |badge2| |badge3| |badge4| |badge5| \\n\\nThis module adds the possibility to define a sequence for the expense report's reference that paid by petty cash.\\nThis reference is then set as default when you create a new expense report, using the defined sequence.\\n\\n**Table of contents**\\n\\n.. contents::\\n   :local:\\n\\nConfiguration\\n=============\\n\\nYou can change the default sequence (EXPC0001) by the one of your choice\\ngoing to *Settings > Technical > Sequences & Identifiers > Sequences*, and\\nediting the record `Expense report sequence (Petty Cash)`.\\n\\nYou will only have access to that section if your section has `Technical features`\\npermission check marked.\\n\\nBug Tracker\\n===========\\n\\nBugs are tracked on `GitHub Issues <https://github.com/OCA/hr/issues>`_.\\nIn case of trouble, please check there if your issue has already been reported.\\nIf you spotted it first, help us smashing it by providing a detailed and welcomed\\n`feedback <https://github.com/OCA/hr/issues/new?body=module:%20hr_expense_petty_cash_sequence%0Aversion:%2012.0%0A%0A**Steps%20to%20reproduce**%0A-%20...%0A%0A**Current%20behavior**%0A%0A**Expected%20behavior**>`_.\\n\\nDo not contact contributors directly about support or help with technical issues.\\n\\nCredits\\n=======\\n\\nAuthors\\n~~~~~~~\\n\\n* Ecosoft\\n\\nContributors\\n~~~~~~~~~~~~\\n\\n* Pimolnat Suntian <pimolnats@ecosoft.co.th>\\n\\nMaintainers\\n~~~~~~~~~~~\\n\\nThis module is maintained by the OCA.\\n\\n.. image:: https://odoo-community.org/logo.png\\n   :alt: Odoo Community Association\\n   :target: https://odoo-community.org\\n\\nOCA, or the Odoo Community Association, is a nonprofit organization whose\\nmission is to support the collaborative development of Odoo features and\\npromote its widespread use.\\n\\nThis module is part of the `OCA/hr <https://github.com/OCA/hr/tree/12.0/hr_expense_petty_cash_sequence>`_ project on GitHub.\\n\\nYou are welcome to contribute. To learn how please visit https://odoo-community.org/page/Contribute.\\n""}",f,f,f,AGPL-3,100,f,f,\N,\N,,\N,,,,\N
974,1,2023-08-02 08:06:01.21556,2023-08-02 08:06:01.21556,1,https://github.com/OCA/hr-expense,"{""en_US"": """"}",hr_expense_sequence,"Serv. Tecnol. Avanzados - Pedro M. Baeza,Odoo Community Association (OCA)",/hr_expense_sequence/static/description/icon.png,uninstalled,\N,"{""en_US"": ""HR expense sequence""}",21,"{""en_US"": ""===================\\nHR expense sequence\\n===================\\n\\n.. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n   !! This file is generated by oca-gen-addon-readme !!\\n   !! changes will be overwritten.                   !!\\n   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!\\n\\n.. |badge1| image:: https://img.shields.io/badge/maturity-Beta-yellow.png\\n    :target: https://odoo-community.org/page/development-status\\n    :alt: Beta\\n.. |badge2| image:: https://img.shields.io/badge/licence-AGPL--3-blue.png\\n    :target: http://www.gnu.org/licenses/agpl-3.0-standalone.html\\n    :alt: License: AGPL-3\\n.. |badge3| image:: https://img.shields.io/badge/github-OCA%2Fhr--expense-lightgray.png?logo=github\\n    :target: https://github.com/OCA/hr-expense/tree/15.0/hr_expense_sequence\\n    :alt: OCA/hr-expense\\n.. |badge4| image:: https://img.shields.io/badge/weblate-Translate%20me-F47D42.png\\n    :target: https://translation.odoo-community.org/projects/hr-expense-15-0/hr-expense-15-0-hr_expense_sequence\\n    :alt: Translate me on Weblate\\n.. |badge5| image:: https://img.shields.io/badge/runbot-Try%20me-875A7B.png\\n    :target: https://runbot.odoo-community.org/runbot/289/15.0\\n    :alt: Try me on Runbot\\n\\n|badge1| |badge2| |badge3| |badge4| |badge5| \\n\\nThis module adds the possibility to define a sequence for the expense report's reference.\\nThis reference is then set as default when you create a new expense report, using the defined sequence.\\n\\n**Table of contents**\\n\\n.. contents::\\n   :local:\\n\\nConfiguration\\n=============\\n\\nYou can change the default sequence (EX0001) by the one of your choice\\ngoing to *Settings > Technical > Sequences & Identifiers > Sequences*, and\\nediting the record `Expense Report sequence`.\\n\\nYou will only have access to that section if your section has `Technical features`\\npermission check marked.\\n\\nBug Tracker\\n===========\\n\\nBugs are tracked on `GitHub Issues <https://github.com/OCA/hr-expense/issues>`_.\\nIn case of trouble, please check there if your issue has already been reported.\\nIf you spotted it first, help us smashing it by providing a detailed and welcomed\\n`feedback <https://github.com/OCA/hr-expense/issues/new?body=module:%20hr_expense_sequence%0Aversion:%2015.0%0A%0A**Steps%20to%20reproduce**%0A-%20...%0A%0A**Current%20behavior**%0A%0A**Expected%20behavior**>`_.\\n\\nDo not contact contributors directly about support or help with technical issues.\\n\\nCredits\\n=======\\n\\nAuthors\\n~~~~~~~\\n\\n* Serv. Tecnol. Avanzados - Pedro M. Baeza\\n\\nContributors\\n~~~~~~~~~~~~\\n\\n* Pedro M. Baeza <pedro.baeza@serviciosbaeza.com>\\n* Pimolnat Suntian <pimolnats@ecosoft.co.th>\\n* Saran Lim. <saranl@ecosoft.co.th>\\n\\nMaintainers\\n~~~~~~~~~~~\\n\\nThis module is maintained by the OCA.\\n\\n.. image:: https://odoo-community.org/logo.png\\n   :alt: Odoo Community Association\\n   :target: https://odoo-community.org\\n\\nOCA, or the Odoo Community Association, is a nonprofit organization whose\\nmission is to support the collaborative development of Odoo features and\\npromote its widespread use.\\n\\nThis module is part of the `OCA/hr-expense <https://github.com/OCA/hr-expense/tree/15.0/hr_expense_sequence>`_ project on GitHub.\\n\\nYou are welcome to contribute. To learn how please visit https://odoo-community.org/page/Contribute.\\n""}",f,f,f,AGPL-3,100,f,f,\N,\N,,\N,,,,\N
89,\N,\N,2023-06-20 04:05:22.368554,1,,"{""en_US"": """"}",account_avatax,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Avatax""}",30,"{""en_US"": """"}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,\N
988,2,2023-09-08 04:08:40.928788,2023-09-08 04:08:49.943808,1,https://www.scgl.co.th/,"{""en_US"": ""This module is custom sources in link tracker connect to journal for tacking sale chanel.""}",scgl_sources_management,SCG Legacy,/base/static/description/icon.png,installed,16.0.1.0.0,"{""en_US"": ""Sources Management""}",2,"{""en_US"": ""Sources Management for Retail Venture. ""}",f,f,f,LGPL-3,100,f,f,\N,\N,,\N,Accounting/Configuration/Management/Sources,,scgl_sources_management.utm_source.search (search)\nscgl_sources_management.utm_source.tree (tree),\N
1005,2,2023-10-17 10:24:41.17846,2023-10-17 10:24:41.17846,2,https://scgl.co.th,"{""en_US"": """"}",amount_in_words_thai,"SCG LEGACY(THAILAND) CO.,LTD(HEAD OFFICE)",/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""amount_in_words_thai ""}",136,"{""en_US"": ""\\nExport report using Report Designer\\n""}",f,f,f,LGPL-3,100,f,f,\N,\N,,\N,,,,\N
259,\N,\N,2026-04-04 11:00:36.531869,1,,"{""en_US"": ""Epson ePOS Printers in PoS""}",pos_epson_printer,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""pos_epson_printer"", ""th_TH"": ""pos_epson_printer""}",17,"{""en_US"": ""\\n\\nUse Epson ePOS Printers without the IoT Box in the Point of Sale\\n"", ""th_TH"": ""\\n\\nใช้เครื่องพิมพ์ Epson ePOS ที่ไม่มีกล่อง IoT ในจุดขาย\\n""}",f,f,f,LGPL-3,6,t,f,\N,\N,\N,\N,,,,\N
564,\N,\N,2023-09-28 08:58:13.51657,1,,"{""en_US"": ""Spreadsheet Documents""}",spreadsheet_dashboard_documents,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Spreadsheet Documents""}",20,"{""en_US"": ""Spreadsheet Documents""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
79,\N,\N,2023-09-28 08:58:13.51657,1, ,"{""en_US"": ""Access documents from the employee profile""}",documents_hr,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Documents - HR"", ""th_TH"": ""เอกสาร - ชม""}",20,"{""en_US"": ""\\nEasily access your documents from your employee profile.\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,\N
205,\N,\N,2023-09-01 02:55:06.302543,1,,"{""en_US"": """"}",account_edi_ubl_cii,Odoo S.A.,/base/static/description/icon.png,installed,16.0.1.0,"{""en_US"": ""Import/Export electronic invoices with UBL/CII""}",30,"{""en_US"": ""\\nElectronic invoicing module\\n===========================\\n\\nAllows to export and import formats: E-FFF, UBL Bis 3, EHF3, NLCIUS, Factur-X (CII), XRechnung (UBL).\\nWhen generating the PDF on the invoice, the PDF will be embedded inside the xml for all UBL formats. This allows the \\nreceiver to retrieve the PDF with only the xml file. Note that **EHF3 is fully implemented by UBL Bis 3** (`reference \\n<https://anskaffelser.dev/postaward/g3/spec/current/billing-3.0/norway/#_implementation>`_).\\n\\nThe formats can be chosen from the journal (Journal > Advanced Settings) linked to the invoice. \\n\\nNote that E-FFF, NLCIUS and XRechnung (UBL) are only available for Belgian, Dutch and German companies, \\nrespectively. UBL Bis 3 is only available for companies which country is present in the `EAS list \\n<https://docs.peppol.eu/poacc/billing/3.0/codelist/eas/>`_.\\n\\nNote also that in order for Chorus Pro to automatically detect the \\""PDF/A-3 (Factur-X)\\"" format, you need to activate \\nthe \\""Factur-X PDF/A-3\\"" option on the journal. This option will also validate the xml against the Factur-X and Chorus\\nPro rules and show the errors.\\n    ""}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,* INHERIT ubl_21_InvoiceLineType (qweb)\n* INHERIT ubl_21_InvoiceType (qweb)\naccount_invoice_address_facturx_export_22 (qweb)\naccount_invoice_facturx_export_22 (qweb)\naccount_invoice_line_facturx_export_22 (qweb)\naccount_invoice_partner_facturx_export_22 (qweb)\naccount_invoice_pdfa_3_facturx_metadata (qweb)\nubl_20_AddressType (qweb)\nubl_20_AllowanceChargeType (qweb)\nubl_20_CreditNote (qweb)\nubl_20_Invoice (qweb)\nubl_20_InvoiceLineType (qweb)\nubl_20_InvoiceType (qweb)\nubl_20_PartyType (qweb)\nubl_20_PaymentMeansType (qweb)\nubl_20_TaxCategoryType (qweb)\nubl_20_TaxTotalType (qweb),\N
451,\N,\N,2023-09-01 02:55:20.878269,1,,"{""en_US"": ""Sales internal machinery"", ""th_TH"": ""การขาย""}",sale,Odoo S.A.,/sale/static/description/icon.png,installed,16.0.1.2,"{""en_US"": ""Sales"", ""th_TH"": ""การขาย""}",6,"{""en_US"": ""\\nThis module contains all the common features of Sales Management and eCommerce.\\n    ""}",f,f,f,LGPL-3,100,f,f,\N,\N,,\N,Sales\nSales/Configuration\nSales/Configuration/Activity Types\nSales/Configuration/Products\nSales/Configuration/Products/Attributes\nSales/Configuration/Sales Orders\nSales/Configuration/Sales Orders/Tags\nSales/Configuration/Sales Teams\nSales/Configuration/Settings\nSales/Configuration/Units of Measure\nSales/Configuration/Units of Measure/Units of Measure\nSales/Configuration/Units of Measure/Units of Measure Categories\nSales/Orders\nSales/Orders/Customers\nSales/Orders/Orders\nSales/Orders/Quotations\nSales/Orders/Sales Teams\nSales/Products\nSales/Products/Pricelists\nSales/Products/Product Variants\nSales/Products/Products\nSales/Reporting\nSales/To Invoice\nSales/To Invoice/Orders to Invoice\nSales/To Invoice/Orders to Upsell,PRO-FORMA Invoice\nQuotation / Order,* INHERIT Account Invoice (form)\n* INHERIT Portal layout : sales menu entries (qweb)\n* INHERIT Sales Order Portal Template (qweb)\n* INHERIT Show Quotations / Sales Orders (qweb)\n* INHERIT account.invoice.report.search.inherit (search)\n* INHERIT account.invoice.report.view.tree.inherit.sale (tree)\n* INHERIT account.move.groupby (search)\n* INHERIT account.move.tree.inherit.sale (tree)\n* INHERIT crm.team.form (form)\n* INHERIT crm.team.view.kanban.dashboard.inherit.sale (kanban)\n* INHERIT payment.provider.form.inherit.sale (form)\n* INHERIT payment.transaction.form.inherit.sale.payment (form)\n* INHERIT payment_checkout_inherit (qweb)\n* INHERIT payment_manage_inherit (qweb)\n* INHERIT product.packaging.form.view.sale (form)\n* INHERIT product.packaging.tree.view.sale (tree)\n* INHERIT product.product.sale.order (form)\n* INHERIT product.template.form.view.inherit.sale (form)\n* INHERIT product.template.sale.order.button (form)\n* INHERIT res.config.settings.view.form.inherit.sale (form)\n* INHERIT res.partner.kanban.saleorder.inherit (kanban)\n* INHERIT res.partner.view.buttons (form)\n* INHERIT res.partner.view.form.payment.defaultcreditcard (form)\n* INHERIT res.partner.view.form.property.inherit (form)\n* INHERIT sale.order.form (form)\n* INHERIT sale.order.search.inherit.quotation (search)\n* INHERIT sale.order.search.inherit.sale (search)\n* INHERIT sale.order.tree (tree)\n* INHERIT utm.campaign.view.form (form)\n* INHERIT utm.campaign.view.kanban (kanban)\nBadge Extra Price (qweb)\nInvoice Orders (form)\nMy Quotations (qweb)\nMy Sales Orders (qweb)\nSales Order Portal Content (qweb)\nonboarding_quotation_layout_step (qweb)\nreport_saleorder (qweb)\nreport_saleorder_document (qweb)\nreport_saleorder_pro_forma (qweb)\nsale.order.activity (activity)\nsale.order.calendar (calendar)\nsale.order.cancel.form (form)\nsale.order.form (form)\nsale.order.graph (graph)\nsale.order.kanban (kanban)\nsale.order.line.form.readonly (form)\nsale.order.line.kanban (kanban)\nsale.order.line.select (search)\nsale.order.line.tree (tree)\nsale.order.list.select (search)\nsale.order.pivot (pivot)\nsale.order.tree (tree)\nsale.order.tree (tree)\nsale.quotation.onboarding.panel (qweb)\nsale.report.graph (graph)\nsale.report.pivot (pivot)\nsale.report.search (search)\nsale.report.view.tree (tree)\nsale_onboarding_order_confirmation_step (qweb)\nsale_onboarding_sample_quotation_step (qweb)\nsale_order_portal_content_totals_table (qweb)\nvariants (qweb),\N
620,\N,\N,2023-09-11 04:28:12.849235,1,,"{""en_US"": ""Extract data from expense scans to fill them automatically""}",hr_expense_extract,Odoo S.A.,/hr_expense_extract/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Hr Expense Extract""}",44,"{""en_US"": """"}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,,\N
900,\N,\N,2023-06-20 04:05:22.368554,1,,"{""en_US"": ""A payment provider for enabling Sepa Direct Debit in the EU.""}",payment_sepa_direct_debit,Odoo S.A.,/payment_sepa_direct_debit/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Payment Provider: Sepa Direct Debit""}",30,"{""en_US"": """"}",f,f,f,OEEL-1,350,f,f,\N,\N,\N,\N,,,,\N
